foe_ssm_time,foe_ssm_id,foe_ssm_x,foe_ssm_y
38,6043.0-516.0,196.42685574925255,524.976495190514
38,5140.0-4344.0,162.14549522233955,494.39113408581153
38,8024.0-4728.0,195.57783531841406,531.3158964036745
38,7203.0-4518.0,162.6658900176118,500.34375565893816
38,9790.0-4406.0,198.82126388241042,536.3908007208429
38,2776.0-1283.0,163.61809765513732,506.2238885312167
38,6277.0-4652.0,201.05956870200785,541.804714904554
38,6997.0-4508.0,165.7338747880213,511.81209704381155
38,7248.0-3583.0,202.8189518849143,547.3579909471214
38,9837.0-3205.0,167.98879044884808,517.3865762807684
38,411.0-2197.0,204.6531801638018,552.8903193776248
40,1270.0-1848.0,194.4044098141309,516.4619791040107
40,1729.0-2833.0,162.15290518274765,485.40047455289414
40,6043.0-516.0,195.70353898916602,522.1295800073688
40,5140.0-4344.0,161.56753203043658,491.51119107522084
40,8024.0-4728.0,194.60013720773995,528.5460192223127
40,7203.0-4518.0,161.99660174682649,497.4836566386184
40,9790.0-4406.0,197.9735498702093,533.5784184301572
40,2776.0-1283.0,162.86579837131018,503.38449440869726
40,6277.0-4652.0,200.2609742298619,538.9779924094189
40,6997.0-4508.0,165.0371520650175,508.9585570243454
40,7248.0-3583.0,201.9988660837059,544.5374285078017
40,9837.0-3205.0,167.43800547947666,514.5013121484992
40,411.0-2197.0,203.80604292339666,550.0777632997192
40,2821.0-1675.0,205.78056422557188,555.5686006163678
42,1270.0-1848.0,193.70747064737785,513.6084919403299
42,1729.0-2833.0,161.70954323993845,482.4967625521762
42,6043.0-516.0,194.9802222290795,519.2826648242235
42,5140.0-4344.0,160.98956883853361,488.63124806463014
42,8024.0-4728.0,193.62243909706584,525.7761420409508
42,7203.0-4518.0,161.32731347604118,494.62355761829866
42,9790.0-4406.0,197.12583585800817,530.7660361394715
42,2776.0-1283.0,162.11349908748304,500.54510028617784
42,6277.0-4652.0,199.46237975771592,536.1512699142838
42,6997.0-4508.0,164.3404293420137,506.10501700487924
42,7248.0-3583.0,201.1787802824975,541.716866068482
42,9837.0-3205.0,166.88722051010524,511.61604801622997
42,411.0-2197.0,202.9589056829915,547.2652072218136
42,2821.0-1675.0,204.96551425166743,552.7465788702639
44,1270.0-1848.0,193.0105314806248,510.7550047766493
44,1729.0-2833.0,161.26618129712926,479.5930505514583
44,6043.0-516.0,194.25690546899295,516.4357496410782
44,5140.0-4344.0,160.41160564663065,485.75130505403945
44,8024.0-4728.0,192.64474098639172,523.006264859589
44,7203.0-4518.0,160.65802520525588,491.7634585979789
44,9790.0-4406.0,196.27812184580705,527.9536538487857
44,2776.0-1283.0,161.3611998036559,497.7057061636584
44,6277.0-4652.0,198.66378528556996,533.3245474191488
44,6997.0-4508.0,163.6437066190099,503.2514769854131
44,7248.0-3583.0,200.35869448128912,538.8963036291623
44,9837.0-3205.0,166.33643554073382,508.7307838839607
44,411.0-2197.0,202.11176844258637,544.452651143908
44,2821.0-1675.0,204.15046427776298,549.92455712416
44,835.0-3804.0,206.08769258651412,555.427423777931
46,1270.0-1848.0,192.31359231387174,507.90151761296863
46,1729.0-2833.0,160.82281935432007,476.6893385507404
46,6043.0-516.0,193.53358870890642,513.588834457933
46,5140.0-4344.0,159.83364245472768,482.87136204344876
46,8024.0-4728.0,191.6670428757176,520.2363876782272
46,7203.0-4518.0,159.98873693447058,488.90335957765916
46,9790.0-4406.0,195.43040783360593,525.1412715581
46,2776.0-1283.0,160.60890051982875,494.866312041139
46,6277.0-4652.0,197.865190813424,530.4978249240137
46,6997.0-4508.0,162.9469838960061,500.39793696594694
46,7248.0-3583.0,199.53860868008073,536.0757411898426
46,9837.0-3205.0,165.7856505713624,505.8455197516915
46,411.0-2197.0,201.26463120218122,541.6400950660025
46,2821.0-1675.0,203.33541430385853,547.102535378056
46,835.0-3804.0,205.3316114186877,552.5890343643546
48,1270.0-1848.0,191.61665314711868,505.048030449288
48,1729.0-2833.0,160.37945741151088,473.78562655002247
48,6043.0-516.0,192.8102719488199,510.7419192747878
48,5140.0-4344.0,159.2556792628247,479.99141903285806
48,8024.0-4728.0,190.6893447650435,517.4665104968653
48,7203.0-4518.0,159.31944866368528,486.0432605573394
48,9790.0-4406.0,194.5826938214048,522.3288892674143
48,2776.0-1283.0,159.8566012360016,492.0269179186196
48,6277.0-4652.0,197.06659634127803,527.6711024288786
48,6997.0-4508.0,162.2502611730023,497.5443969464808
48,7248.0-3583.0,198.71852287887234,533.2551787505229
48,9837.0-3205.0,165.23486560199098,502.96025561942224
48,411.0-2197.0,200.41749396177607,538.8275389880969
48,2821.0-1675.0,202.52036432995408,544.2805136319521
48,835.0-3804.0,204.57553025086125,549.7506449507781
50,1270.0-1848.0,190.91971398036563,502.1945432856073
50,1729.0-2833.0,159.9360954687017,470.88191454930455
50,6043.0-516.0,192.08695518873333,507.8950040916426
50,5140.0-4344.0,158.67771607092175,477.11147602226737
50,8024.0-4728.0,189.7116466543694,514.6966333155035
50,7203.0-4518.0,158.65016039289998,483.18316153701966
50,9790.0-4406.0,193.73497980920368,519.5165069767286
50,2776.0-1283.0,159.10430195217447,489.18752379610015
50,6277.0-4652.0,196.26800186913206,524.8443799337435
50,6997.0-4508.0,161.55353844999848,494.69085692701464
50,7248.0-3583.0,197.89843707766394,530.4346163112032
50,9837.0-3205.0,164.68408063261955,500.074991487153
50,411.0-2197.0,199.57035672137093,536.0149829101913
50,2821.0-1675.0,201.70531435604963,541.4584918858482
50,835.0-3804.0,203.8194490830348,546.9122555372016
52,1270.0-1848.0,190.22277481361257,499.34105612192667
52,1729.0-2833.0,159.4927335258925,467.97820254858664
52,6043.0-516.0,191.3636384286468,505.0480889084974
52,5140.0-4344.0,158.09975287901878,474.2315330116767
52,8024.0-4728.0,188.73394854369528,511.92675613414167
52,7203.0-4518.0,157.98087212211468,480.3230625166999
52,9790.0-4406.0,192.88726579700256,516.7041246860429
52,2776.0-1283.0,158.35200266834732,486.34812967358073
52,6277.0-4652.0,195.4694073969861,522.0176574386085
52,6997.0-4508.0,160.85681572699468,491.8373169075485
52,7248.0-3583.0,197.07835127645555,527.6140538718835
52,9837.0-3205.0,164.13329566324813,497.18972735488376
52,411.0-2197.0,198.72321948096578,533.2024268322857
52,2821.0-1675.0,200.89026438214518,538.6364701397442
52,835.0-3804.0,203.06336791520837,544.0738661236252
54,1270.0-1848.0,189.52583564685952,496.487568958246
54,1729.0-2833.0,159.0493715830833,465.0744905478687
54,6043.0-516.0,190.64032166856026,502.2011737253522
54,5140.0-4344.0,157.5217896871158,471.351590001086
54,8024.0-4728.0,187.75625043302117,509.15687895277983
54,7203.0-4518.0,157.31158385132937,477.46296349638015
54,9790.0-4406.0,192.03955178480143,513.8917423953571
54,2776.0-1283.0,157.59970338452018,483.5087355510613
54,6277.0-4652.0,194.67081292484013,519.1909349434734
54,6997.0-4508.0,160.16009300399088,488.98377688808233
54,7248.0-3583.0,196.25826547524716,524.7934914325638
54,9837.0-3205.0,163.5825106938767,494.3044632226145
54,411.0-2197.0,197.87608224056063,530.3898707543801
54,2821.0-1675.0,200.07521440824073,535.8144483936403
54,835.0-3804.0,202.30728674738194,541.2354767100487
56,1270.0-1848.0,188.82889648010647,493.63408179456536
56,1729.0-2833.0,158.60600964027412,462.1707785471508
56,6043.0-516.0,189.9170049084737,499.354258542207
56,5140.0-4344.0,156.94382649521285,468.4716469904953
56,8024.0-4728.0,186.77855232234705,506.387001771418
56,7203.0-4518.0,156.64229558054407,474.6028644760604
56,9790.0-4406.0,191.1918377726003,511.0793601046714
56,2776.0-1283.0,156.84740410069304,480.6693414285419
56,6277.0-4652.0,193.87221845269417,516.3642124483383
56,6997.0-4508.0,159.46337028098708,486.1302368686162
56,7248.0-3583.0,195.43817967403876,521.9729289932441
56,9837.0-3205.0,163.0317257245053,491.4191990903453
56,411.0-2197.0,197.0289450001555,527.5773146764745
56,2821.0-1675.0,199.26016443433628,532.9924266475364
56,835.0-3804.0,201.5512055795555,538.3970872964723
58,1270.0-1848.0,188.1319573133534,490.7805946308847
58,1729.0-2833.0,158.16264769746493,459.2670665464329
58,6043.0-516.0,189.19368814838714,496.5073433590618
58,5140.0-4344.0,156.36586330330988,465.5917039799046
58,8024.0-4728.0,185.80085421167294,503.61712459005616
58,7203.0-4518.0,155.97300730975877,471.74276545574065
58,9790.0-4406.0,190.34412376039919,508.2669778139857
58,2776.0-1283.0,156.0951048168659,477.82994730602246
58,6277.0-4652.0,193.0736239805482,513.5374899532032
58,6997.0-4508.0,158.76664755798328,483.27669684915
58,7248.0-3583.0,194.61809387283037,519.1523665539244
58,9837.0-3205.0,162.48094075513387,488.53393495807603
58,411.0-2197.0,196.18180775975034,524.764758598569
58,2821.0-1675.0,198.44511446043182,530.1704049014324
58,835.0-3804.0,200.79512441172906,535.5586978828958
60,1270.0-1848.0,187.43501814660036,487.92710746720405
60,1729.0-2833.0,157.71928575465574,456.36335454571497
60,6043.0-516.0,188.4703713883006,493.6604281759166
60,5140.0-4344.0,155.7879001114069,462.7117609693139
60,8024.0-4728.0,184.82315610099883,500.84724740869433
60,7203.0-4518.0,155.30371903897347,468.8826664354209
60,9790.0-4406.0,189.49640974819806,505.4545955233
60,2776.0-1283.0,155.34280553303876,474.99055318350304
60,6277.0-4652.0,192.27502950840224,510.7107674580682
60,6997.0-4508.0,158.06992483497947,480.4231568296839
60,7248.0-3583.0,193.79800807162198,516.3318041146047
60,9837.0-3205.0,161.93015578576245,485.6486708258068
60,411.0-2197.0,195.3346705193452,521.9522025206634
60,2821.0-1675.0,197.63006448652737,527.3483831553285
60,835.0-3804.0,200.03904324390263,532.7203084693193
62,1270.0-1848.0,186.7380789798473,485.0736203035234
62,1729.0-2833.0,157.27592381184655,453.45964254499705
62,6043.0-516.0,187.74705462821407,490.8135129927714
62,5140.0-4344.0,155.20993691950395,459.8318179587232
62,8024.0-4728.0,183.84545799032472,498.0773702273325
62,7203.0-4518.0,154.63443076818817,466.02256741510115
62,9790.0-4406.0,188.64869573599694,502.64221323261427
62,2776.0-1283.0,154.59050624921161,472.1511590609836
62,6277.0-4652.0,191.47643503625628,507.8840449629331
62,6997.0-4508.0,157.37320211197567,477.5696168102177
62,7248.0-3583.0,192.9779222704136,513.511241675285
62,9837.0-3205.0,161.37937081639103,482.76340669353755
62,411.0-2197.0,194.48753327894005,519.1396464427578
62,2821.0-1675.0,196.81501451262292,524.5263614092246
62,835.0-3804.0,199.2829620760762,529.8819190557429
64,1270.0-1848.0,186.04113981309425,482.22013313984274
64,1729.0-2833.0,156.83256186903736,450.55593054427914
64,6043.0-516.0,187.02373786812754,487.9665978096262
64,5140.0-4344.0,154.63197372760098,456.9518749481325
64,8024.0-4728.0,182.8677598796506,495.30749304597066
64,7203.0-4518.0,153.96514249740287,463.1624683947814
64,9790.0-4406.0,187.80098172379581,499.82983094192855
64,2776.0-1283.0,153.83820696538447,469.3117649384642
64,6277.0-4652.0,190.6778405641103,505.05732246779803
64,6997.0-4508.0,156.67647938897187,474.7160767907516
64,7248.0-3583.0,192.1578364692052,510.69067923596526
64,9837.0-3205.0,160.8285858470196,479.8781425612683
64,411.0-2197.0,193.6403960385349,516.3270903648522
64,2821.0-1675.0,195.99996453871847,521.7043396631207
64,835.0-3804.0,198.52688090824975,527.0435296421664
66,1270.0-1848.0,185.3442006463412,479.3666459761621
66,1729.0-2833.0,156.38919992622817,447.6522185435612
66,6043.0-516.0,186.30042110804098,485.119682626481
66,5140.0-4344.0,154.054010535698,454.0719319375418
66,8024.0-4728.0,181.8900617689765,492.5376158646088
66,7203.0-4518.0,153.29585422661756,460.30236937446165
66,9790.0-4406.0,186.9532677115947,497.01744865124283
66,2776.0-1283.0,153.08590768155733,466.47237081594477
66,6277.0-4652.0,189.87924609196435,502.23059997266296
66,6997.0-4508.0,155.97975666596807,471.8625367712854
66,7248.0-3583.0,191.3377506679968,507.87011679664556
66,9837.0-3205.0,160.2778008776482,476.99287842899906
66,411.0-2197.0,192.79325879812976,513.5145342869466
66,2821.0-1675.0,195.18491456481402,518.8823179170167
66,835.0-3804.0,197.7707997404233,524.2051402285899
68,1270.0-1848.0,184.64726147958814,476.51315881248144
68,1729.0-2833.0,155.94583798341898,444.7485065428433
68,6043.0-516.0,185.57710434795445,482.2727674433358
68,5140.0-4344.0,153.47604734379505,451.1919889269511
68,8024.0-4728.0,180.91236365830238,489.767738683247
68,7203.0-4518.0,152.62656595583226,457.4422703541419
68,9790.0-4406.0,186.10555369939357,494.2050663605571
68,2776.0-1283.0,152.3336083977302,463.63297669342535
68,6277.0-4652.0,189.08065161981838,499.4038774775279
68,6997.0-4508.0,155.28303394296427,469.00899675181927
68,7248.0-3583.0,190.5176648667884,505.04955435732586
68,9837.0-3205.0,159.72701590827677,474.1076142967298
68,411.0-2197.0,191.9461215577246,510.70197820904104
68,2821.0-1675.0,194.36986459090957,516.0602961709128
68,835.0-3804.0,197.01471857259688,521.3667508150135
70,1270.0-1848.0,183.95032231283508,473.6596716488008
70,1729.0-2833.0,155.5024760406098,441.8447945421254
70,6043.0-516.0,184.85378758786788,479.4258522601906
70,5140.0-4344.0,152.89808415189208,448.31204591636043
70,8024.0-4728.0,179.93466554762827,486.99786150188515
70,7203.0-4518.0,151.95727768504696,454.58217133382215
70,9790.0-4406.0,185.25783968719244,491.3926840698714
70,2776.0-1283.0,151.58130911390305,460.7935825709059
70,6277.0-4652.0,188.28205714767242,496.5771549823928
70,6997.0-4508.0,154.58631121996046,466.1554567323531
70,7248.0-3583.0,189.69757906558002,502.22899191800616
70,9837.0-3205.0,159.17623093890535,471.2223501644606
70,411.0-2197.0,191.09898431731946,507.88942213113546
70,2821.0-1675.0,193.55481461700512,513.2382744248089
70,835.0-3804.0,196.25863740477044,518.528361401437
72,1270.0-1848.0,183.25338314608203,470.8061844851201
72,1729.0-2833.0,155.0591140978006,438.94108254140747
72,6043.0-516.0,184.13047082778135,476.5789370770454
72,5140.0-4344.0,152.3201209599891,445.43210290576974
72,8024.0-4728.0,178.95696743695416,484.2279843205233
72,7203.0-4518.0,151.28798941426166,451.7220723135024
72,9790.0-4406.0,184.41012567499132,488.5803017791857
72,2776.0-1283.0,150.8290098300759,457.9541884483865
72,6277.0-4652.0,187.48346267552645,493.75043248725774
72,6997.0-4508.0,153.88958849695666,463.30191671288696
72,7248.0-3583.0,188.87749326437162,499.40842947868646
72,9837.0-3205.0,158.62544596953393,468.33708603219134
72,411.0-2197.0,190.25184707691432,505.0768660532299
72,2821.0-1675.0,192.73976464310067,510.416252678705
72,835.0-3804.0,195.502556236944,515.6899719878605
74,1270.0-1848.0,182.55644397932898,467.9526973214395
74,1729.0-2833.0,154.6157521549914,436.03737054068955
74,6043.0-516.0,183.4071540676948,473.7320218939002
74,5140.0-4344.0,151.74215776808614,442.55215989517905
74,8024.0-4728.0,177.97926932628005,481.4581071391615
74,7203.0-4518.0,150.61870114347636,448.86197329318264
74,9790.0-4406.0,183.5624116627902,485.76791948849996
74,2776.0-1283.0,150.07671054624876,455.1147943258671
74,6277.0-4652.0,186.6848682033805,490.92370999212267
74,6997.0-4508.0,153.19286577395286,460.4483766934208
74,7248.0-3583.0,188.05740746316323,496.58786703936676
74,9837.0-3205.0,158.0746610001625,465.4518218999221
74,411.0-2197.0,189.40470983650917,502.2643099753243
74,2821.0-1675.0,191.92471466919622,507.59423093260114
74,835.0-3804.0,194.74647506911757,512.8515825742841
76,1270.0-1848.0,181.85950481257592,465.0992101577588
76,1729.0-2833.0,154.17239021218222,433.13365853997163
76,6043.0-516.0,182.68383730760826,470.885106710755
76,5140.0-4344.0,151.16419457618318,439.67221688458835
76,8024.0-4728.0,177.00157121560594,478.68822995779965
76,7203.0-4518.0,149.94941287269106,446.0018742728629
76,9790.0-4406.0,182.71469765058907,482.95553719781424
76,2776.0-1283.0,149.32441126242162,452.27540020334766
76,6277.0-4652.0,185.88627373123452,488.0969874969876
76,6997.0-4508.0,152.49614305094906,457.59483667395466
76,7248.0-3583.0,187.23732166195484,493.76730460004705
76,9837.0-3205.0,157.5238760307911,462.56655776765285
76,411.0-2197.0,188.55757259610402,499.4517538974187
76,2821.0-1675.0,191.10966469529177,504.77220918649726
76,835.0-3804.0,193.99039390129113,510.0131931607076
78,1270.0-1848.0,181.16256564582287,462.24572299407816
78,1729.0-2833.0,153.72902826937303,430.2299465392537
78,6043.0-516.0,181.9605205475217,468.0381915276098
78,5140.0-4344.0,150.5862313842802,436.79227387399766
78,8024.0-4728.0,176.02387310493182,475.9183527764378
78,7203.0-4518.0,149.28012460190575,443.14177525254314
78,9790.0-4406.0,181.86698363838795,480.1431549071285
78,2776.0-1283.0,148.57211197859448,449.43600608082824
78,6277.0-4652.0,185.08767925908856,485.2702650018525
78,6997.0-4508.0,151.79942032794526,454.7412966544885
78,7248.0-3583.0,186.41723586074644,490.94674216072735
78,9837.0-3205.0,156.97309106141967,459.6812936353836
78,411.0-2197.0,187.71043535569888,496.63919781951313
78,2821.0-1675.0,190.29461472138732,501.9501874403934
78,835.0-3804.0,193.2343127334647,507.17480374713114
80,1270.0-1848.0,180.4656264790698,459.3922358303975
80,1729.0-2833.0,153.28566632656384,427.3262345385358
80,6043.0-516.0,181.23720378743516,465.1912763444646
80,5140.0-4344.0,150.00826819237724,433.91233086340696
80,8024.0-4728.0,175.0461749942577,473.148475595076
80,7203.0-4518.0,148.61083633112045,440.2816762322234
80,9790.0-4406.0,181.01926962618683,477.3307726164428
80,2776.0-1283.0,147.81981269476734,446.5966119583088
80,6277.0-4652.0,184.2890847869426,482.44354250671745
80,6997.0-4508.0,151.10269760494145,451.88775663502236
80,7248.0-3583.0,185.59715005953805,488.12617972140765
80,9837.0-3205.0,156.42230609204825,456.79602950311437
80,411.0-2197.0,186.86329811529373,493.82664174160755
80,2821.0-1675.0,189.47956474748287,499.1281656942895
80,835.0-3804.0,192.47823156563825,504.33641433355467
82,1270.0-1848.0,179.76868731231676,456.53874866671686
82,1729.0-2833.0,152.84230438375465,424.4225225378179
82,6043.0-516.0,180.5138870273486,462.3443611613194
82,5140.0-4344.0,149.43030500047428,431.03238785281627
82,8024.0-4728.0,174.0684768835836,470.37859841371414
82,7203.0-4518.0,147.94154806033515,437.42157721190364
82,9790.0-4406.0,180.1715556139857,474.5183903257571
82,2776.0-1283.0,147.0675134109402,443.7572178357894
82,6277.0-4652.0,183.49049031479663,479.6168200115824
82,6997.0-4508.0,150.40597488193765,449.0342166155562
82,7248.0-3583.0,184.77706425832966,485.30561728208795
82,9837.0-3205.0,155.87152112267682,453.9107653708451
82,411.0-2197.0,186.01616087488858,491.01408566370196
82,2821.0-1675.0,188.66451477357842,496.30614394818565
82,835.0-3804.0,191.72215039781182,501.4980249199782
84,1270.0-1848.0,179.0717481455637,453.6852615030362
84,1729.0-2833.0,152.39894244094546,421.51881053709997
84,6043.0-516.0,179.79057026726207,459.4974459781742
84,5140.0-4344.0,148.8523418085713,428.1524448422256
84,8024.0-4728.0,173.0907787729095,467.6087212323523
84,7203.0-4518.0,147.27225978954985,434.5614781915839
84,9790.0-4406.0,179.32384160178458,471.70600803507136
84,2776.0-1283.0,146.31521412711305,440.91782371326997
84,6277.0-4652.0,182.69189584265067,476.7900975164473
84,6997.0-4508.0,149.70925215893385,446.18067659609005
84,7248.0-3583.0,183.95697845712127,482.48505484276825
84,9837.0-3205.0,155.3207361533054,451.0255012385759
84,411.0-2197.0,185.16902363448344,488.2015295857964
84,2821.0-1675.0,187.84946479967397,493.4841222020818
84,835.0-3804.0,190.96606922998538,498.65963550640174
86,1270.0-1848.0,178.37480897881065,450.83177433935555
86,1729.0-2833.0,151.95558049813627,418.61509853638205
86,6043.0-516.0,179.0672535071755,456.650530795029
86,5140.0-4344.0,148.27437861666834,425.2725018316349
86,8024.0-4728.0,172.11308066223538,464.8388440509905
86,7203.0-4518.0,146.60297151876455,431.70137917126414
86,9790.0-4406.0,178.47612758958346,468.89362574438564
86,2776.0-1283.0,145.5629148432859,438.07842959075055
86,6277.0-4652.0,181.8933013705047,473.96337502131223
86,6997.0-4508.0,149.01252943593005,443.3271365766239
86,7248.0-3583.0,183.13689265591287,479.66449240344855
86,9837.0-3205.0,154.76995118393398,448.14023710630664
86,411.0-2197.0,184.3218863940783,485.3889735078908
86,2821.0-1675.0,187.03441482576952,490.6621004559779
86,835.0-3804.0,190.20998806215894,495.8212460928253
88,1270.0-1848.0,177.6778698120576,447.9782871756749
88,1729.0-2833.0,151.51221855532708,415.71138653566413
88,6043.0-516.0,178.34393674708897,453.8036156118838
88,5140.0-4344.0,147.69641542476538,422.3925588210442
88,8024.0-4728.0,171.13538255156126,462.06896686962864
88,7203.0-4518.0,145.93368324797925,428.8412801509444
88,9790.0-4406.0,177.62841357738233,466.0812434536999
88,2776.0-1283.0,144.81061555945877,435.2390354682311
88,6277.0-4652.0,181.09470689835874,471.13665252617716
88,6997.0-4508.0,148.31580671292625,440.47359655715775
88,7248.0-3583.0,182.31680685470448,476.84392996412885
88,9837.0-3205.0,154.21916621456256,445.2549729740374
88,411.0-2197.0,183.47474915367314,482.5764174299852
88,2821.0-1675.0,186.21936485186507,487.84007870987404
88,835.0-3804.0,189.4539068943325,492.9828566792488
90,1270.0-1848.0,176.98093064530454,445.12480001199424
90,1729.0-2833.0,151.0688566125179,412.8076745349462
90,6043.0-516.0,177.62061998700244,450.9567004287386
90,5140.0-4344.0,147.1184522328624,419.5126158104535
90,8024.0-4728.0,170.15768444088715,459.2990896882668
90,7203.0-4518.0,145.26439497719394,425.98118113062463
90,9790.0-4406.0,176.7806995651812,463.2688611630142
90,2776.0-1283.0,144.05831627563163,432.3996413457117
90,6277.0-4652.0,180.29611242621277,468.3099300310421
90,6997.0-4508.0,147.61908398992244,437.6200565376916
90,7248.0-3583.0,181.4967210534961,474.02336752480915
90,9837.0-3205.0,153.66838124519114,442.36970884176816
90,411.0-2197.0,182.627611913268,479.76386135207963
90,2821.0-1675.0,185.40431487796062,485.01805696377016
90,835.0-3804.0,188.69782572650607,490.14446726567235
92,1270.0-1848.0,176.28399147855148,442.2713128483136
92,1729.0-2833.0,150.6254946697087,409.9039625342283
92,6043.0-516.0,176.8973032269159,448.1097852455934
92,5140.0-4344.0,146.54048904095944,416.6326727998628
92,8024.0-4728.0,169.17998633021304,456.52921250690497
92,7203.0-4518.0,144.59510670640864,423.1210821103049
92,9790.0-4406.0,175.93298555298009,460.4564788723285
92,2776.0-1283.0,143.30601699180448,429.5602472231923
92,6277.0-4652.0,179.4975179540668,465.483207535907
92,6997.0-4508.0,146.92236126691864,434.76651651822544
92,7248.0-3583.0,180.6766352522877,471.20280508548944
92,9837.0-3205.0,153.11759627581972,439.4844447094989
92,411.0-2197.0,181.78047467286285,476.95130527417405
92,2821.0-1675.0,184.58926490405617,482.1960352176663
92,835.0-3804.0,187.94174455867963,487.3060778520959
94,1270.0-1848.0,175.58705231179843,439.41782568463293
94,1729.0-2833.0,150.1821327268995,407.0002505335104
94,6043.0-516.0,176.17398646682938,445.2628700624482
94,5140.0-4344.0,145.96252584905648,413.7527297892721
94,8024.0-4728.0,168.20228821953893,453.75933532554313
94,7203.0-4518.0,143.92581843562334,420.26098308998513
94,9790.0-4406.0,175.08527154077896,457.64409658164277
94,2776.0-1283.0,142.55371770797734,426.72085310067285
94,6277.0-4652.0,178.69892348192084,462.65648504077194
94,6997.0-4508.0,146.22563854391484,431.9129764987593
94,7248.0-3583.0,179.8565494510793,468.38224264616974
94,9837.0-3205.0,152.5668113064483,436.5991805772297
94,411.0-2197.0,180.9333374324577,474.13874919626846
94,2821.0-1675.0,183.77421493015171,479.3740134715624
94,835.0-3804.0,187.1856633908532,484.4676884385194
96,1270.0-1848.0,174.89011314504538,436.5643385209523
96,1729.0-2833.0,149.73877078409032,404.09653853279247
96,6043.0-516.0,175.45066970674281,442.415954879303
96,5140.0-4344.0,145.3845626571535,410.8727867786814
96,8024.0-4728.0,167.22459010886482,450.9894581441813
96,7203.0-4518.0,143.25653016483804,417.4008840696654
96,9790.0-4406.0,174.23755752857784,454.83171429095705
96,2776.0-1283.0,141.8014184241502,423.88145897815343
96,6277.0-4652.0,177.90032900977488,459.82976254563687
96,6997.0-4508.0,145.52891582091104,429.05943647929314
96,7248.0-3583.0,179.0364636498709,465.56168020685004
96,9837.0-3205.0,152.01602633707688,433.71391644496043
96,411.0-2197.0,180.08620019205256,471.3261931183629
96,2821.0-1675.0,182.95916495624726,476.55199172545855
96,835.0-3804.0,186.42958222302676,481.62929902494295
98,1270.0-1848.0,174.19317397829232,433.7108513572716
98,1729.0-2833.0,149.29540884128113,401.19282653207455
98,6043.0-516.0,174.72735294665625,439.5690396961578
98,5140.0-4344.0,144.80659946525054,407.9928437680907
98,8024.0-4728.0,166.2468919981907,448.21958096281946
98,7203.0-4518.0,142.58724189405274,414.54078504934563
98,9790.0-4406.0,173.38984351637671,452.01933200027133
98,2776.0-1283.0,141.04911914032306,421.042064855634
98,6277.0-4652.0,177.10173453762891,457.0030400505018
98,6997.0-4508.0,144.83219309790724,426.205896459827
98,7248.0-3583.0,178.21637784866252,462.74111776753034
98,9837.0-3205.0,151.46524136770546,430.8286523126912
98,411.0-2197.0,179.2390629516474,468.5136370404573
98,2821.0-1675.0,182.1441149823428,473.7299699793547
98,835.0-3804.0,185.67350105520032,478.7909096113665
100,1270.0-1848.0,173.49623481153927,430.85736419359097
100,1729.0-2833.0,148.85204689847194,398.28911453135663
100,6043.0-516.0,174.00403618656972,436.7221245130126
100,5140.0-4344.0,144.22863627334758,405.11290075750003
100,8024.0-4728.0,165.2691938875166,445.44970378145763
100,7203.0-4518.0,141.91795362326744,411.6806860290259
100,9790.0-4406.0,172.5421295041756,449.2069497095856
100,2776.0-1283.0,140.29681985649592,418.2026707331146
100,6277.0-4652.0,176.30314006548295,454.1763175553667
100,6997.0-4508.0,144.13547037490343,423.35235644036084
100,7248.0-3583.0,177.39629204745412,459.92055532821064
100,9837.0-3205.0,150.91445639833404,427.94338818042195
100,411.0-2197.0,178.39192571124227,465.7010809625517
100,2821.0-1675.0,181.32906500843836,470.9079482332508
100,835.0-3804.0,184.91741988737388,475.95252019779
100,3300.0-3033.0,174.29050892146083,525.9600451667599
102,1270.0-1848.0,172.7992956447862,428.0038770299103
102,1729.0-2833.0,148.40868495566275,395.3854025306387
102,6043.0-516.0,173.2807194264832,433.8752093298674
102,5140.0-4344.0,143.6506730814446,402.23295774690934
102,8024.0-4728.0,164.29149577684248,442.6798266000958
102,7203.0-4518.0,141.24866535248213,408.8205870087061
102,9790.0-4406.0,171.69441549197447,446.3945674188999
102,2776.0-1283.0,139.54452057266877,415.36327661059516
102,6277.0-4652.0,175.50454559333699,451.34959506023165
102,6997.0-4508.0,143.43874765189963,420.4988164208947
102,7248.0-3583.0,176.57620624624573,457.09999288889094
102,9837.0-3205.0,150.36367142896262,425.0581240481527
102,411.0-2197.0,177.54478847083712,462.88852488464613
102,2821.0-1675.0,180.5140150345339,468.08592648714693
102,835.0-3804.0,184.16133871954744,473.11413078421356
102,3300.0-3033.0,173.6678611116638,523.0894314866559
104,1270.0-1848.0,172.10235647803316,425.15038986622966
104,1729.0-2833.0,147.96532301285356,392.4816905299208
104,6043.0-516.0,172.55740266639665,431.0282941467222
104,5140.0-4344.0,143.07270988954164,399.35301473631864
104,8024.0-4728.0,163.31379766616837,439.90994941873396
104,7203.0-4518.0,140.57937708169683,405.9604879883864
104,9790.0-4406.0,170.84670147977334,443.5821851282142
104,2776.0-1283.0,138.79222128884163,412.52388248807574
104,6277.0-4652.0,174.70595112119102,448.5228725650966
104,6997.0-4508.0,142.74202492889583,417.64527640142853
104,7248.0-3583.0,175.75612044503734,454.27943044957124
104,9837.0-3205.0,149.8128864595912,422.17285991588346
