fri_sam_time,fri_sam_id,fri_sam_x,fri_sam_y
120,9121.0-3953.0,80.5738516141643,211.34062084396524
120,9921.0-4794.0,82.60010253384256,191.64481973318289
120,7920.0-1426.0,94.79903014834375,167.00213976992808
120,6249.0-2390.0,57.74474520363177,159.83139122668524
120,1957.0-1912.0,68.99367704502207,138.14080839884144
120,1194.0-3693.0,47.55867883373782,86.90663964825168
120,9820.0-620.0,45.72633179566324,68.48740930217011
122,1843.0-237.0,133.19525262545537,377.66079903483563
122,6749.0-2973.0,94.00152471516911,329.85790574171966
122,5333.0-217.0,105.6153546638522,309.254267601132
122,5614.0-1648.0,102.12297072471638,291.16675016772723
122,5030.0-559.0,82.43323912834612,276.87591356118753
122,6072.0-2830.0,93.54658648882481,255.41593004837446
122,68.0-3087.0,115.17495415151232,228.30310016760603
122,9121.0-3953.0,82.90056310198783,220.22011021986384
122,9921.0-4794.0,85.35456497159866,200.40106633793636
122,7920.0-1426.0,98.89537280484421,175.2166936083785
122,6249.0-2390.0,59.19335974394609,168.89563051290534
122,1957.0-1912.0,71.98481950485663,146.81905618910653
122,1194.0-3693.0,49.123697163143426,95.95150756065871
122,9820.0-620.0,48.3256300994688,77.290963485118
124,1843.0-237.0,135.21282089646405,386.61559306909936
124,5333.0-217.0,107.96937775579403,318.1265555364321
124,5614.0-1648.0,105.29702238925843,299.77978180328296
124,5030.0-559.0,86.37349930868821,285.1664664761309
124,6072.0-2830.0,95.95811600974909,264.2727603670594
124,68.0-3087.0,118.89588452534656,236.69438106371146
124,9121.0-3953.0,85.22727458981136,229.0995995957624
124,9921.0-4794.0,88.10902740935477,209.15731294268983
124,7920.0-1426.0,102.99171546134468,183.43124744682893
124,6249.0-2390.0,60.6419742842604,177.95986979912544
124,1957.0-1912.0,74.9759619646912,155.49730397937162
124,1194.0-3693.0,50.68871549254903,104.99637547306574
124,9820.0-620.0,50.924928403274365,86.09451766806589
124,5873.0-2358.0,46.61773758416278,68.18889773212567
126,5333.0-217.0,110.32340084773587,326.99884347173213
126,5614.0-1648.0,108.51001953259525,308.3783611790389
126,6072.0-2830.0,98.36964553067335,273.12959068574435
126,68.0-3087.0,122.6168148991808,245.0856619598169
126,9121.0-3953.0,87.55398607763489,237.97908897166099
126,9921.0-4794.0,90.86348984711087,217.9135595474433
126,7920.0-1426.0,107.08805811784515,191.64580128527936
126,6249.0-2390.0,62.090588824574716,187.02410908534554
126,1957.0-1912.0,77.96710442452576,164.1755517696367
126,1194.0-3693.0,52.25373382195463,114.04124338547277
126,9820.0-620.0,53.524226707079926,94.89807185101378
126,5873.0-2358.0,49.845032030131215,76.7821211368375
128,5333.0-217.0,112.67742393967771,335.8711314070322
128,5614.0-1648.0,111.77050857543556,316.95904466730394
128,6072.0-2830.0,100.78117505159763,281.9864210044293
128,68.0-3087.0,126.33774527301503,253.47694285592232
128,9121.0-3953.0,89.88069756545842,246.8585783475596
128,9921.0-4794.0,93.61795228486697,226.66980615219677
128,7920.0-1426.0,111.18440077434562,199.8603551237298
128,6249.0-2390.0,63.53920336488903,196.08834837156564
128,1957.0-1912.0,80.95824688436032,172.8537995599018
128,1194.0-3693.0,53.818752151360236,123.0861112978798
128,9820.0-620.0,56.12352501088549,103.70162603396167
128,5873.0-2358.0,53.07232647609965,85.37534454154934
130,5333.0-217.0,115.03144703161955,344.74341934233223
130,5614.0-1648.0,115.09116332826798,325.51662434480374
130,6072.0-2830.0,104.24730367675792,290.48611925072663
130,68.0-3087.0,130.05867564684925,261.86822375202775
130,9121.0-3953.0,92.20740905328195,255.7380677234582
130,9921.0-4794.0,96.37241472262308,235.42605275695024
130,7920.0-1426.0,115.28074343084609,208.07490896218022
130,6249.0-2390.0,64.98781790520334,205.15258765778574
130,1957.0-1912.0,83.94938934419488,181.5320473501669
130,1194.0-3693.0,55.38377048076584,132.13097921028682
130,9820.0-620.0,58.72282331469105,112.50518021690957
130,5873.0-2358.0,56.29962092206808,93.96856794626117
132,5333.0-217.0,117.38547012356139,353.6157072776323
132,5614.0-1648.0,118.49246720697037,334.04247033502605
132,68.0-3087.0,133.77960602068347,270.25950464813315
132,9121.0-3953.0,94.53412054110548,264.61755709935676
132,9921.0-4794.0,99.12687716037918,244.1822993617037
132,7920.0-1426.0,119.37708608734656,216.28946280063064
132,6249.0-2390.0,66.43643244551765,214.21682694400585
132,1957.0-1912.0,86.94053180402945,190.21029514043198
132,1194.0-3693.0,56.94878881017144,141.17584712269385
132,9820.0-620.0,61.32212161849661,121.30873439985746
132,5873.0-2358.0,59.52691536803651,102.56179135097301
134,5333.0-217.0,122.77400616464517,361.04689811478664
134,5614.0-1648.0,122.01233723277112,342.52005447944686
134,68.0-3087.0,137.5005363945177,278.65078554423854
134,9121.0-3953.0,96.86083202892901,273.49704647525533
134,9921.0-4794.0,101.88133959813528,252.93854596645718
134,7920.0-1426.0,123.47342874384702,224.50401663908107
134,6249.0-2390.0,67.88504698583196,223.28106623022595
134,1957.0-1912.0,89.93167426386401,198.88854293069704
134,1194.0-3693.0,58.51380713957705,150.22071503510088
134,9820.0-620.0,63.92141992230217,130.11228858280535
134,5873.0-2358.0,62.754209814004945,111.15501475568485
136,5333.0-217.0,128.268344496738,368.40020786052435
136,5614.0-1648.0,125.74085016999406,350.9079689521407
136,68.0-3087.0,141.22146676835192,287.04206644034394
136,9121.0-3953.0,99.18754351675253,282.3765358511539
136,9921.0-4794.0,104.63580203589139,261.69479257121066
136,7920.0-1426.0,127.56977140034749,232.7185704775315
136,6249.0-2390.0,69.33366152614627,232.34530551644605
136,1957.0-1912.0,92.92281672369857,207.5667907209621
136,1194.0-3693.0,60.07882546898265,159.2655829475079
136,9820.0-620.0,66.52071822610773,138.91584276575324
136,5873.0-2358.0,65.98150425997338,119.74823816039668
136,1071.0-1146.0,48.640763787642555,67.35400549322976
138,5333.0-217.0,133.89488497212918,375.6528598033002
138,68.0-3087.0,144.94239714218614,295.43334733644934
138,9121.0-3953.0,101.51425500457606,291.2560252270525
138,9921.0-4794.0,107.39026447364749,270.4510391759641
138,7920.0-1426.0,131.66611405684796,240.93312431598193
138,6249.0-2390.0,70.78227606646058,241.40954480266615
138,1957.0-1912.0,95.91395918353314,216.2450385112272
138,1194.0-3693.0,61.643843798388254,168.31045085991494
138,9820.0-620.0,69.1200165299133,147.71939694870113
138,5873.0-2358.0,69.2087987059418,128.34146156510852
138,1071.0-1146.0,53.100855498080755,75.37687903447085
140,5333.0-217.0,139.69519242755538,382.767306468136
