foe_sam_time,foe_sam_id,foe_sam_x,foe_sam_y
66,5982.0-532.0,104.11123600254201,377.4904139858463
66,2972.0-292.0,135.99304678688617,386.157623213903
66,6213.0-113.0,169.08640105095748,400.41723928923255
66,7762.0-3912.0,150.2939512898835,463.7385591304029
66,8551.0-1532.0,160.19949640520505,419.2925889738856
66,7616.0-4572.0,168.6141251767081,474.8022370885483
66,7588.0-2816.0,128.94247090680363,447.4708316672193
66,6586.0-2842.0,160.82787951060644,501.19027861310326
66,382.0-2828.0,172.55893982586844,455.47150416202726
66,2018.0-3491.0,190.86359225122087,505.4165651686971
66,6589.0-916.0,142.5705210168553,482.2506126398489
66,9522.0-4450.0,198.5571065146735,522.241413918515
66,7974.0-3062.0,161.9804170636,493.6030380027307
66,9936.0-4094.0,198.07686762129416,542.2508110896067
66,5557.0-3147.0,168.44563357118818,510.95742693333955
68,5982.0-532.0,100.44008631788691,369.07723516229083
68,2972.0-292.0,133.8382591156526,377.2348541360793
68,6213.0-113.0,168.96776050267493,391.2387403735836
68,7762.0-3912.0,145.58146608451207,455.86128795864414
68,8551.0-1532.0,159.2973637783719,410.15776140857986
68,7616.0-4572.0,164.76634436345842,466.4683603953488
68,7588.0-2816.0,124.70643728473478,439.3274332932621
68,6586.0-2842.0,155.0138528414236,494.08703908354374
68,382.0-2828.0,172.68124151312924,446.2930533002773
68,2018.0-3491.0,188.07614888993547,496.67076175037744
68,6589.0-916.0,137.68923359831925,474.47681362894645
68,9522.0-4450.0,196.2372801498925,513.3601232712311
68,7974.0-3062.0,159.44153014740965,484.78187191478844
68,9936.0-4094.0,193.07301566761038,534.5553329660669
68,5557.0-3147.0,166.46160839245678,501.9951413981412
68,5451.0-2256.0,205.0741627587478,548.9355450887856
68,6862.0-1202.0,169.38155803255822,520.3145272836877
70,5982.0-532.0,96.76893663323182,360.66405633873535
70,2972.0-292.0,131.683471444419,368.31208505825566
70,6213.0-113.0,168.8491199543924,382.06024145793464
70,7762.0-3912.0,140.86898087914065,447.9840167868854
70,8551.0-1532.0,158.39523115153878,401.02293384327413
70,7616.0-4572.0,160.91856355020875,458.1344837021493
70,7588.0-2816.0,120.47040366266592,431.18403491930496
70,6586.0-2842.0,149.1998261722408,486.9837995539842
70,382.0-2828.0,172.80354320039004,437.1146024385273
70,2018.0-3491.0,185.28870552865007,487.92495833205777
70,6589.0-916.0,132.8079461797832,466.703014618044
70,9522.0-4450.0,193.91745378511152,504.4788326239472
70,7974.0-3062.0,156.90264323121932,475.96070582684615
70,9936.0-4094.0,188.0691637139266,526.859854842527
70,5557.0-3147.0,164.47758321372538,493.0328558629428
70,5451.0-2256.0,201.81559443396966,540.3541320118491
70,6862.0-1202.0,166.0717129361758,511.7527609144027
72,5982.0-532.0,93.09778694857673,352.25087751517987
72,2972.0-292.0,129.52868377318543,359.389315980432
72,6213.0-113.0,168.73047940610985,372.8817425422857
72,7762.0-3912.0,136.15649567376923,440.10674561512667
72,8551.0-1532.0,157.49309852470563,391.8881062779684
72,7616.0-4572.0,157.07078273695907,449.8006070089498
72,7588.0-2816.0,116.23437004059706,423.0406365453478
72,6586.0-2842.0,143.38579950305797,479.8805600244247
72,382.0-2828.0,172.92584488765084,427.9361515767773
72,2018.0-3491.0,182.50126216736467,479.1791549137381
72,6589.0-916.0,127.92665876124714,458.92921560714154
72,9522.0-4450.0,191.59762742033053,495.59754197666325
72,7974.0-3062.0,154.36375631502898,467.13953973890386
72,9936.0-4094.0,183.06531176024282,519.1643767189872
72,5557.0-3147.0,162.49355803499398,484.07057032774446
72,5451.0-2256.0,198.55702610919153,531.7727189349125
72,6862.0-1202.0,162.76186783979338,503.19099454511775
72,8906.0-4866.0,207.38288562686049,548.2913961733362
72,7879.0-4282.0,168.5819435682153,520.8076133972987
74,5982.0-532.0,89.42663726392163,343.8376986916244
74,2972.0-292.0,127.37389610195187,350.46654690260834
74,6213.0-113.0,168.6118388578273,363.7032436266367
74,7762.0-3912.0,131.4440104683978,432.22947444336796
74,8551.0-1532.0,156.5909658978725,382.7532787126627
74,7616.0-4572.0,153.2230019237094,441.4667303157503
74,7588.0-2816.0,111.9983364185282,414.89723817139065
74,6586.0-2842.0,137.57177283387514,472.7773204948652
74,382.0-2828.0,173.0481465749116,418.75770071502734
74,2018.0-3491.0,179.71381880607927,470.43335149541844
74,6589.0-916.0,123.04537134271109,451.1554165962391
74,9522.0-4450.0,189.27780105554953,486.7162513293793
74,7974.0-3062.0,151.82486939883864,458.3183736509616
74,9936.0-4094.0,178.06145980655904,511.46889859544734
74,5557.0-3147.0,160.50953285626258,475.1082847925461
74,5451.0-2256.0,195.2984577844134,523.191305857976
74,6862.0-1202.0,159.45202274341096,494.6292281758328
74,8906.0-4866.0,206.1848806153308,539.1906433519146
74,7879.0-4282.0,164.19476480720033,512.7446374923884
76,5982.0-532.0,85.75548757926653,335.4245198680689
76,2972.0-292.0,125.21910843071831,341.5437778247847
76,6213.0-113.0,168.49319830954477,354.52474471098776
76,7762.0-3912.0,126.73152526302638,424.35220327160926
76,8551.0-1532.0,155.68883327103936,373.61845114735695
76,7616.0-4572.0,149.37522111045973,433.1328536225508
76,7588.0-2816.0,107.76230279645934,406.7538397974335
76,6586.0-2842.0,131.75774616469232,465.6740809653057
76,382.0-2828.0,173.1704482621724,409.57924985327736
76,2018.0-3491.0,176.92637544479388,461.68754807709877
76,6589.0-916.0,118.16408392417505,443.38161758533664
76,9522.0-4450.0,186.95797469076854,477.83496068209536
76,7974.0-3062.0,149.2859824826483,449.4972075630193
76,9936.0-4094.0,173.05760785287526,503.77342047190746
76,5557.0-3147.0,158.52550767753118,466.14599925734774
76,5451.0-2256.0,192.03988945963525,514.6098927810394
76,6862.0-1202.0,156.14217764702855,486.06746180654784
76,8906.0-4866.0,204.9868756038011,530.0898905304929
76,7879.0-4282.0,159.80758604618535,504.68166158747806
76,5934.0-1830.0,206.9350867830006,548.2855905217432
76,7278.0-3462.0,170.8234983818479,520.0112797020063
78,5982.0-532.0,82.08433789461144,327.0113410445134
78,2972.0-292.0,123.06432075948474,332.621008746961
78,6213.0-113.0,168.37455776126222,345.3462457953388
78,7762.0-3912.0,122.01904005765496,416.47493209985055
78,8551.0-1532.0,154.78670064420623,364.4836235820512
78,7616.0-4572.0,145.52744029721006,424.7989769293513
78,7588.0-2816.0,103.52626917439048,398.61044142347635
78,6586.0-2842.0,125.9437194955095,458.57084143574616
78,382.0-2828.0,173.2927499494332,400.4007989915274
78,2018.0-3491.0,174.13893208350848,452.9417446587791
78,6589.0-916.0,113.282796505639,435.6078185744342
78,9522.0-4450.0,184.63814832598754,468.9536700348114
78,7974.0-3062.0,146.74709556645797,440.676041475077
78,9936.0-4094.0,168.0537558991915,496.07794234836757
78,5557.0-3147.0,156.54148249879978,457.1837137221494
78,5451.0-2256.0,188.7813211348571,506.02847970410284
78,6862.0-1202.0,152.83233255064613,477.5056954372629
78,8906.0-4866.0,203.78887059227142,520.9891377090712
78,7879.0-4282.0,155.42040728517037,496.61868568256773
78,5934.0-1830.0,205.0411233727468,539.3038412196927
78,7278.0-3462.0,168.40015523417588,511.1576744525671
80,5982.0-532.0,78.41318820995633,318.59816222095793
80,2972.0-292.0,120.90953308825118,323.69823966913737
80,6213.0-113.0,168.25591721297968,336.16774687968984
80,7762.0-3912.0,117.30655485228354,408.59766092809184
80,8551.0-1532.0,153.88456801737308,355.3487960167455
80,7616.0-4572.0,141.6796594839604,416.4651002361518
80,7588.0-2816.0,99.29023555232162,390.4670430495192
80,6586.0-2842.0,120.12969282632668,451.46760190618664
80,382.0-2828.0,173.415051636694,391.2223481297774
80,2018.0-3491.0,171.35148872222308,444.19594124045943
80,6589.0-916.0,108.40150908710295,427.8340195635318
80,9522.0-4450.0,182.31832196120655,460.07237938752746
80,7974.0-3062.0,144.20820865026764,431.8548753871347
80,9936.0-4094.0,163.0499039455077,488.3824642248277
80,5557.0-3147.0,154.55745732006838,448.221428186951
80,5451.0-2256.0,185.52275281007897,497.44706662716624
80,6862.0-1202.0,149.5224874542637,468.94392906797793
80,8906.0-4866.0,202.59086558074176,511.88838488764947
80,7879.0-4282.0,151.0332285241554,488.5557097776574
80,5934.0-1830.0,203.147159962493,530.3220919176422
80,7278.0-3462.0,165.97681208650386,502.30406920312794
80,3231.0-4357.0,209.33973473741287,547.967019846653
80,4724.0-4284.0,172.56231388702412,519.7304896245442
82,5982.0-532.0,74.74203852530124,310.18498339740245
82,2972.0-292.0,118.75474541701762,314.7754705913137
82,6213.0-113.0,168.13727666469714,326.9892479640409
82,7762.0-3912.0,112.59406964691212,400.7203897563331
82,8551.0-1532.0,152.98243539053993,346.21396845143977
82,7616.0-4572.0,137.83187867071072,408.1312235429523
82,7588.0-2816.0,95.05420193025276,382.32364467556204
82,6586.0-2842.0,114.31566615714385,444.3643623766271
82,382.0-2828.0,173.53735332395476,382.0438972680274
82,2018.0-3491.0,168.56404536093768,435.45013782213977
82,6589.0-916.0,103.5202216685669,420.0602205526294
82,9522.0-4450.0,179.99849559642556,451.1910887402435
82,7974.0-3062.0,141.66932173407727,423.0337092991924
82,9936.0-4094.0,158.04605199182393,480.6869861012878
82,5557.0-3147.0,152.57343214133698,439.25914265175265
82,5451.0-2256.0,182.26418448530083,488.86565355022964
82,6862.0-1202.0,146.2126423578813,460.382162698693
82,8906.0-4866.0,201.39286056921208,502.78763206622773
82,7879.0-4282.0,146.6460497631404,480.49273387274707
82,5934.0-1830.0,201.2531965522392,521.3403426155917
82,7278.0-3462.0,163.55346893883183,493.45046395368877
82,3231.0-4357.0,209.6022597267071,538.7915090404765
82,4724.0-4284.0,171.60006704423864,510.6017986484067
84,5982.0-532.0,71.07088884064615,301.77180457384696
84,2972.0-292.0,116.59995774578405,305.85270151349005
84,6213.0-113.0,168.0186361164146,317.8107490483919
84,7762.0-3912.0,107.8815844415407,392.84311858457437
84,8551.0-1532.0,152.0803027637068,337.07914088613404
84,7616.0-4572.0,133.98409785746105,399.7973468497528
84,7588.0-2816.0,90.81816830818389,374.1802463016049
84,6586.0-2842.0,108.50163948796103,437.2611228470676
84,382.0-2828.0,173.65965501121556,372.86544640627744
84,2018.0-3491.0,165.77660199965229,426.7043344038201
84,6589.0-916.0,98.63893425003086,412.28642154172695
84,9522.0-4450.0,177.67866923164456,442.30979809295957
84,7974.0-3062.0,139.13043481788694,414.21254321125014
84,9936.0-4094.0,153.04220003814015,472.9915079777479
84,5557.0-3147.0,150.58940696260558,430.2968571165543
84,5451.0-2256.0,179.0056161605227,480.28424047329304
84,6862.0-1202.0,142.90279726149888,451.820396329408
84,8906.0-4866.0,200.19485555768242,493.686879244806
84,7879.0-4282.0,142.25887100212546,472.42975796783674
84,5934.0-1830.0,199.35923314198538,512.3585933135412
84,7278.0-3462.0,161.1301257911598,484.5968587042496
84,3231.0-4357.0,209.86478471600134,529.6159982343
84,4724.0-4284.0,170.63782020145317,501.4731076722692
84,2156.0-3675.0,207.14945114365062,548.100081766775
84,6647.0-1667.0,172.4559660639258,519.7734786233758
86,5982.0-532.0,67.39973915599106,293.3586257502915
86,2972.0-292.0,114.44517007455049,296.9299324356664
86,6213.0-113.0,167.89999556813206,308.63225013274297
86,7762.0-3912.0,103.16909923616927,384.9658474128156
86,8551.0-1532.0,151.17817013687366,327.9443133208283
86,7616.0-4572.0,130.13631704421138,391.4634701565533
86,7588.0-2816.0,86.58213468611501,366.0368479276477
86,6586.0-2842.0,102.68761281877819,430.1578833175081
86,382.0-2828.0,173.78195669847634,363.68699554452746
86,2018.0-3491.0,162.9891586383669,417.95853098550043
86,6589.0-916.0,93.75764683149481,404.51262253082456
86,9522.0-4450.0,175.35884286686357,433.4285074456756
86,7974.0-3062.0,136.59154790169657,405.39137712330785
86,9936.0-4094.0,148.03834808445637,465.29602985420803
86,5557.0-3147.0,148.60538178387418,421.33457158135593
86,5451.0-2256.0,175.74704783574455,471.70282739635644
86,6862.0-1202.0,139.59295216511646,443.2586299601231
86,8906.0-4866.0,198.99685054615273,484.58612642338426
86,7879.0-4282.0,137.8716922411105,464.3667820629264
86,5934.0-1830.0,197.46526973173158,503.3768440114906
86,7278.0-3462.0,158.70678264348777,475.74325345481043
86,3231.0-4357.0,210.12730970529557,520.4404874281236
86,4724.0-4284.0,169.6755733586677,492.34441669613165
86,2156.0-3675.0,204.97353298431838,539.1824420516848
86,6647.0-1667.0,171.10965219775238,510.69348099683344
88,5982.0-532.0,63.72858947133596,284.945446926736
88,2972.0-292.0,112.29038240331691,288.0071633578427
88,6213.0-113.0,167.7813550198495,299.453751217094
88,7762.0-3912.0,98.45661403079785,377.0885762410569
88,8551.0-1532.0,150.27603751004054,318.8094857555226
88,7616.0-4572.0,126.28853623096172,383.1295934633538
88,7588.0-2816.0,82.34610106404615,357.8934495536906
88,6586.0-2842.0,96.87358614959535,423.0546437879486
88,382.0-2828.0,173.90425838573714,354.5085446827775
88,2018.0-3491.0,160.2017152770815,409.21272756718076
88,6589.0-916.0,88.87635941295876,396.73882351992216
88,9522.0-4450.0,173.03901650208257,424.5472167983917
88,7974.0-3062.0,134.05266098550624,396.57021103536556
88,9936.0-4094.0,143.0344961307726,457.60055173066814
88,5557.0-3147.0,146.62135660514278,412.37228604615757
88,5451.0-2256.0,172.4884795109664,463.12141431941984
88,6862.0-1202.0,136.28310706873404,434.6968635908381
88,8906.0-4866.0,197.79884553462307,475.4853736019625
88,7879.0-4282.0,133.48451348009556,456.3038061580161
88,5934.0-1830.0,195.57130632147778,494.39509470944006
88,7278.0-3462.0,156.28343949581574,466.88964820537126
88,3231.0-4357.0,210.3898346945898,511.264976621947
88,4724.0-4284.0,168.71332651588222,483.2157257199941
88,2156.0-3675.0,202.79761482498614,530.2648023365946
88,6647.0-1667.0,169.76333833157895,501.6134833702911
88,3656.0-4008.0,207.9848093041019,547.852177379281
88,5181.0-1973.0,169.72015138622487,520.7699847286498
90,5982.0-532.0,60.05743978668086,276.5322681031805
90,2972.0-292.0,110.13559473208333,279.08439428001907
90,6213.0-113.0,167.66271447156697,290.27525230144505
90,7762.0-3912.0,93.74412882542643,369.2113050692982
90,8551.0-1532.0,149.3739048832074,309.67465819021686
90,7616.0-4572.0,122.44075541771207,374.7957167701543
90,7588.0-2816.0,78.1100674419773,349.7500511797334
90,6586.0-2842.0,91.05955948041252,415.95140425838906
90,382.0-2828.0,174.0265600729979,345.3300938210275
90,2018.0-3491.0,157.4142719157961,400.4669241488611
90,6589.0-916.0,83.99507199442272,388.9650245090197
90,9522.0-4450.0,170.71919013730158,415.6659261511077
90,7974.0-3062.0,131.5137740693159,387.7490449474233
90,9936.0-4094.0,138.03064417708882,449.90507360712826
90,5557.0-3147.0,144.63733142641138,403.4100005109592
90,5451.0-2256.0,169.22991118618827,454.54000124248324
90,6862.0-1202.0,132.97326197235162,426.13509722155317
90,8906.0-4866.0,196.60084052309338,466.3846207805408
90,7879.0-4282.0,129.0973347190806,448.24083025310574
90,5934.0-1830.0,193.67734291122397,485.4133454073895
90,7278.0-3462.0,153.8600963481437,458.0360429559321
90,3231.0-4357.0,210.65235968388404,502.0894658157705
90,4724.0-4284.0,167.75107967309674,474.0870347438566
90,2156.0-3675.0,200.6216966656539,521.3471626215044
90,6647.0-1667.0,168.41702446540552,492.5334857437487
90,3656.0-4008.0,206.3960897503567,538.811442447661
90,5181.0-1973.0,165.36030364206084,512.6921975581449
92,5982.0-532.0,56.38629010202576,268.11908927962503
92,2972.0-292.0,107.98080706084976,270.1616252021954
92,6213.0-113.0,167.54407392328443,281.0967533857961
92,7762.0-3912.0,89.03164362005501,361.3340338975395
92,8551.0-1532.0,148.47177225637427,300.53983062491113
92,7616.0-4572.0,118.59297460446241,366.4618400769548
92,7588.0-2816.0,73.87403381990842,341.60665280577626
92,6586.0-2842.0,85.24553281122968,408.84816472882954
92,382.0-2828.0,174.1488617602587,336.1516429592775
92,2018.0-3491.0,154.6268285545107,391.72112073054143
92,6589.0-916.0,79.11378457588667,381.1912254981173
92,9522.0-4450.0,168.3993637725206,406.7846355038238
92,7974.0-3062.0,128.97488715312556,378.927878859481
92,9936.0-4094.0,133.02679222340504,442.2095954835884
92,5557.0-3147.0,142.65330624767998,394.44771497576085
92,5451.0-2256.0,165.97134286141014,445.95858816554664
92,6862.0-1202.0,129.6634168759692,417.5733308522682
92,8906.0-4866.0,195.40283551156372,457.28386795911905
92,7879.0-4282.0,124.71015595806564,440.1778543481954
92,5934.0-1830.0,191.78337950097017,476.43159610533894
92,7278.0-3462.0,151.43675320047168,449.1824377064929
92,3231.0-4357.0,210.91488467317828,492.91395500959396
92,4724.0-4284.0,166.78883283031126,464.95834376771904
92,2156.0-3675.0,198.44577850632166,512.4295229064141
92,6647.0-1667.0,167.0707105992321,483.45348811720635
92,3656.0-4008.0,204.80737019661152,529.7707075160409
92,5181.0-1973.0,161.0004558978968,504.61441038764
92,7827.0-3507.0,206.55595665738363,548.1894136114302
92,310.0-2884.0,170.237624836587,520.6394004501717
94,5982.0-532.0,52.71514041737067,259.70591045606955
94,2972.0-292.0,105.11670105499397,261.4406267093916
94,6213.0-113.0,167.4254333750019,271.91825447014713
94,7762.0-3912.0,84.31915841468359,353.4567627257807
94,8551.0-1532.0,147.56963962954111,291.4050030596054
94,7616.0-4572.0,114.74519379121276,358.1279633837553
94,7588.0-2816.0,69.63800019783955,333.4632544318191
94,6586.0-2842.0,79.43150614204684,401.74492519927
94,382.0-2828.0,174.27116344751948,326.97319209752754
94,2018.0-3491.0,151.8393851932253,382.97531731222176
94,6589.0-916.0,74.23249715735062,373.41742648721487
94,9522.0-4450.0,166.0795374077396,397.90334485653983
94,7974.0-3062.0,126.43600023693521,370.1067127715387
94,9936.0-4094.0,128.02294026972126,434.5141173600485
94,5557.0-3147.0,140.66928106894858,385.4854294405625
94,5451.0-2256.0,162.712774536632,437.37717508861004
94,6862.0-1202.0,126.35357177958679,409.01156448298326
94,8906.0-4866.0,194.20483050003403,448.1831151376973
94,7879.0-4282.0,120.32297719705068,432.1148784432851
94,5934.0-1830.0,189.88941609071637,467.4498468032884
94,7278.0-3462.0,149.01341005279966,440.32883245705375
94,3231.0-4357.0,211.1774096624725,483.73844420341743
94,4724.0-4284.0,165.82658598752576,455.8296527915815
94,2156.0-3675.0,196.26986034698942,503.51188319132393
94,6647.0-1667.0,165.72439673305868,474.373490490664
94,3656.0-4008.0,203.21865064286632,520.7299725844209
94,5181.0-1973.0,156.64060815373279,496.5366232171351
94,7827.0-3507.0,203.29022490205594,539.6107240829235
94,310.0-2884.0,166.11753134249545,512.4367333519524
96,5982.0-532.0,49.04399073271558,251.29273163251406
96,6213.0-113.0,167.30679282671935,262.7397555544982
96,7762.0-3912.0,79.60667320931215,345.579491554022
96,8551.0-1532.0,146.66750700270796,282.2701754942997
96,7616.0-4572.0,110.8974129779631,349.7940866905558
96,7588.0-2816.0,65.40196657577067,325.31985605786195
96,6586.0-2842.0,73.617479472864,394.6416856697105
96,382.0-2828.0,174.39346513478029,317.79474123577756
96,2018.0-3491.0,149.0519418319399,374.2295138939021
96,6589.0-916.0,69.35120973881457,365.6436274763124
96,9522.0-4450.0,163.7597110429586,389.0220542092559
96,7974.0-3062.0,123.89711332074486,361.2855466835964
96,9936.0-4094.0,123.0190883160375,426.8186392365086
96,5557.0-3147.0,138.68525589021718,376.5231439053641
96,5451.0-2256.0,159.45420621185386,428.79576201167345
96,6862.0-1202.0,123.04372668320437,400.4497981136983
96,8906.0-4866.0,193.00682548850438,439.0823623162756
96,7879.0-4282.0,115.93579843603571,424.0519025383747
96,5934.0-1830.0,187.99545268046256,458.4680975012378
96,7278.0-3462.0,146.59006690512763,431.4752272076146
96,3231.0-4357.0,211.43993465176675,474.5629333972409
96,4724.0-4284.0,164.86433914474028,446.700961815444
96,2156.0-3675.0,194.09394218765718,494.5942434762337
96,6647.0-1667.0,164.37808286688528,465.2934928641216
96,3656.0-4008.0,201.62993108912113,511.68923765280095
96,5181.0-1973.0,152.28076040956876,488.4588360466302
96,7827.0-3507.0,200.02449314672825,531.0320345544169
96,310.0-2884.0,161.9974378484039,504.23406625373303
96,6228.0-2468.0,205.6655708099094,548.5896450665975
98,5982.0-532.0,45.37284104806049,242.87955280895858
98,6213.0-113.0,167.18815227843677,253.56125663884922
98,7762.0-3912.0,74.89418800394073,337.70222038226325
98,8551.0-1532.0,141.61094162211705,274.60923139607814
98,7616.0-4572.0,107.04963216471344,341.4602099973563
98,7588.0-2816.0,61.165932953701805,317.1764576839048
98,6586.0-2842.0,67.80345280368117,387.538446140151
98,382.0-2828.0,174.51576682204106,308.6162903740276
98,2018.0-3491.0,146.2644984706545,365.4837104755824
98,6589.0-916.0,64.46992232027853,357.86982846541
98,9522.0-4450.0,161.4398846781776,380.14076356197194
98,7974.0-3062.0,121.35822640455451,352.4643805956541
98,9936.0-4094.0,118.01523636235373,419.1231611129687
98,5557.0-3147.0,136.70123071148578,367.56085837016576
98,5451.0-2256.0,156.19563788707572,420.21434893473685
98,6862.0-1202.0,119.73388158682195,391.88803174441335
98,8906.0-4866.0,191.8088204769747,429.98160949485384
98,7879.0-4282.0,111.54861967502075,415.9889266334643
98,5934.0-1830.0,186.1014892702088,449.48634819918726
98,7278.0-3462.0,144.1667237574556,422.6216219581754
98,3231.0-4357.0,211.70245964106098,465.38742259106436
98,4724.0-4284.0,163.90209230195478,437.57227083930644
98,2156.0-3675.0,191.91802402832494,485.6766037611435
98,6647.0-1667.0,163.03176900071185,456.21349523757925
98,3656.0-4008.0,200.04121153537594,502.648502721181
98,5181.0-1973.0,147.92091266540473,480.3810488761253
98,7827.0-3507.0,196.75876139140055,522.4533450259103
98,310.0-2884.0,157.87734435431236,496.03139915551367
98,6228.0-2468.0,201.26129365224327,540.5359961642225
100,5982.0-532.0,49.73939734714256,234.80539006529204
100,6213.0-113.0,167.06951173015423,244.38275772320026
100,7762.0-3912.0,70.18170279856929,329.82494921050454
100,7616.0-4572.0,103.20185135146379,333.1263333041568
100,7588.0-2816.0,56.92989933163294,309.03305930994765
100,6586.0-2842.0,61.98942613449833,380.4352066105915
100,382.0-2828.0,174.63806850930186,299.4378395122776
100,2018.0-3491.0,143.4770551093691,356.73790705726276
100,6589.0-916.0,59.58863490174247,350.09602945450763
100,9522.0-4450.0,159.1200583133966,371.259472914688
100,7974.0-3062.0,118.81933948836416,343.64321450771183
100,9936.0-4094.0,113.01138440866997,411.42768298942883
100,5557.0-3147.0,134.71720553275438,358.5985728349674
100,5451.0-2256.0,152.93706956229758,411.63293585780025
100,6862.0-1202.0,116.42403649043953,383.3262653751284
100,8906.0-4866.0,190.61081546544503,420.8808566734321
100,7879.0-4282.0,107.16144091400578,407.92595072855397
100,5934.0-1830.0,184.20752585995498,440.5045988971367
100,7278.0-3462.0,141.74338060978357,413.76801670873624
100,3231.0-4357.0,211.96498463035522,456.21191178488783
100,4724.0-4284.0,162.9398454591693,428.4435798631689
100,2156.0-3675.0,189.7421058689927,476.7589640460533
100,6647.0-1667.0,161.68545513453842,447.1334976110369
100,3656.0-4008.0,198.45249198163074,493.607767789561
100,5181.0-1973.0,143.5610649212407,472.3032617056204
100,7827.0-3507.0,193.49302963607286,513.8746554974036
100,310.0-2884.0,153.7572508602208,487.8287320572943
100,6228.0-2468.0,196.85701649457712,532.4823472618475
100,8405.0-3560.0,206.68548179547554,548.0885574693057
102,6213.0-113.0,166.95087118187166,235.2042588075513
102,7762.0-3912.0,65.46921759319787,321.94767803874583
102,7616.0-4572.0,99.35407053821413,324.7924566109573
102,7588.0-2816.0,52.69386570956407,300.8896609359905
102,6586.0-2842.0,56.17539946531549,373.33196708103196
102,382.0-2828.0,174.76037019656263,290.2593886505276
102,2018.0-3491.0,140.6896117480837,347.9921036389431
102,6589.0-916.0,54.70734748320642,342.3222304436052
102,9522.0-4450.0,156.80023194861562,362.37818226740404
102,7974.0-3062.0,116.28045257217381,334.82204841976954
102,9936.0-4094.0,108.0075324549862,403.73220486588895
102,5557.0-3147.0,132.73318035402298,349.63628729976904
