foe_sam_time,foe_sam_id,foe_sam_x,foe_sam_y
130,8503.0-4757.0,115.18393893646731,415.1855448459942
130,6830.0-381.0,148.13948776901503,422.1121553866205
130,4101.0-210.0,162.46677271440225,437.98653677825814
130,1742.0-2827.0,165.64985897103338,474.7664247856873
130,3632.0-3654.0,193.87046859075977,523.731764851598
130,4756.0-1722.0,210.88988194440358,537.323306425252
132,2018.0-3491.0,86.67554152143114,222.1938218553564
132,5451.0-2256.0,100.79997636584714,274.33032662681467
132,6862.0-1202.0,90.67991850773699,243.19575983282422
132,8906.0-4866.0,171.44273528097023,275.26881153068433
132,5934.0-1830.0,153.90411129589435,296.79661006432775
132,7278.0-3462.0,104.69798256565956,271.6827601279791
132,3231.0-4357.0,216.16538445906284,309.4037388860633
132,4724.0-4284.0,142.4593138398889,284.6070746751023
132,2156.0-3675.0,154.92741531967684,334.0767286046098
132,6647.0-1667.0,140.14443327576376,301.85353558635904
132,5181.0-1973.0,78.48904200595256,341.9629683420398
132,7827.0-3507.0,141.24132155082964,376.61562304129666
132,310.0-2884.0,87.83575495475577,356.58605848578446
132,6228.0-2468.0,126.38858197191855,403.62396482384725
132,8405.0-3560.0,148.56507016404777,413.2097202100624
132,4439.0-155.0,167.06333690046316,425.7576916886027
132,8503.0-4757.0,110.89772915110443,407.0684441567009
132,6830.0-381.0,145.86206215544652,413.2198974900608
132,4101.0-210.0,161.1388185526298,428.90383587662666
132,1742.0-2827.0,163.87454334408793,465.7604727344609
132,3632.0-3654.0,189.38634452554342,515.7222986214417
132,4756.0-1722.0,210.30726071336068,528.1625493372486
132,6409.0-631.0,210.60330579627924,546.4995351589141
134,5451.0-2256.0,99.80982285538143,265.20462041030856
134,6862.0-1202.0,93.56925649919448,234.4830883771003
134,8906.0-4866.0,170.24473026944057,266.1680587092626
134,5934.0-1830.0,152.01014788564055,287.8148607622772
134,7278.0-3462.0,102.86281668237305,262.6888130464644
134,3231.0-4357.0,216.42790944835704,300.2282280798868
134,2156.0-3675.0,152.7514971603446,325.1590888895196
134,6647.0-1667.0,138.79811940959033,292.7735379598167
134,7827.0-3507.0,137.97558979550195,368.03693351279
134,310.0-2884.0,83.7156614606642,348.3833913875651
134,6228.0-2468.0,121.9843048142524,395.57031592147223
134,4439.0-155.0,164.1631482220071,417.04862609270657
134,8503.0-4757.0,106.61151936574154,398.9513434674076
134,4101.0-210.0,159.81086439085732,419.8211349749952
134,1742.0-2827.0,162.09922771714247,456.7545206832345
134,3632.0-3654.0,184.90222046032707,507.7128323912855
134,4756.0-1722.0,209.72463948231777,519.0017922492452
134,6409.0-631.0,208.90332763120486,537.4790588875337
136,5451.0-2256.0,99.00063482908266,256.0610908586332
136,8906.0-4866.0,161.98034223624043,262.1732109823819
136,5934.0-1830.0,150.11618447538677,278.83311146022663
136,7278.0-3462.0,101.14318954431617,253.6720619447469
136,3231.0-4357.0,208.49254275265162,295.61424137325713
136,2156.0-3675.0,150.57557900101236,316.24144917442936
136,6647.0-1667.0,137.45180554341692,283.6935403332743
136,7827.0-3507.0,134.70985804017423,359.4582439842833
136,310.0-2884.0,79.59556796657262,340.18072428934573
136,6228.0-2468.0,117.58002765658624,387.5166670190972
136,4439.0-155.0,161.26295954355106,408.33956049681046
136,8503.0-4757.0,102.32530958037866,390.8342427781143
136,4101.0-210.0,158.48291022908484,410.7384340733637
136,1742.0-2827.0,160.323912090197,447.7485686320081
136,3632.0-3654.0,180.41809639511072,499.7033661611292
136,4756.0-1722.0,209.14201825127486,509.84103516124185
136,6409.0-631.0,207.20334946613048,528.4585826161533
136,1715.0-3685.0,207.97824659221214,547.4362583709409
138,5451.0-2256.0,98.49161742447511,246.89594933184418
138,5934.0-1830.0,148.22222106513297,269.8513621581761
138,7278.0-3462.0,99.62400459019328,244.61938305949792
138,2156.0-3675.0,148.39966084168012,307.32380945933915
138,6647.0-1667.0,136.1054916772435,274.61354270673195
138,7827.0-3507.0,131.4441262848465,350.8795544557766
138,310.0-2884.0,75.47547447248104,331.97805719112637
138,6228.0-2468.0,113.17575049892008,379.4630181167222
138,4439.0-155.0,158.362770865095,399.63049490091436
138,8503.0-4757.0,98.03909979501577,382.717142088821
138,4101.0-210.0,157.15495606731238,401.6557331717322
138,1742.0-2827.0,158.54859646325156,438.74261658078166
138,3632.0-3654.0,175.93397232989437,491.693899930973
138,4756.0-1722.0,208.55939702023198,500.68027807323847
138,6409.0-631.0,205.5033713010561,519.4381063447729
138,1715.0-3685.0,203.40504966820643,539.4773144825515
140,5451.0-2256.0,98.69892517754646,237.71902493312635
140,5934.0-1830.0,140.6335387200062,264.6869824094524
140,7278.0-3462.0,98.66198208100255,235.49066843935142
140,2156.0-3675.0,143.1456403041007,299.79691195007547
140,6647.0-1667.0,129.70694815995418,268.031935092963
140,7827.0-3507.0,128.92687918202134,342.05218877016097
140,310.0-2884.0,77.64099751555032,323.0578874688508
140,6228.0-2468.0,108.77147334125392,371.4093692143472
140,4439.0-155.0,155.46258218663897,390.92142930501825
140,8503.0-4757.0,98.08261757318196,373.53797959286044
140,4101.0-210.0,155.8270019055399,392.5730322701007
140,1742.0-2827.0,156.7732808363061,429.73666452955524
140,3632.0-3654.0,171.44984826467802,483.6844337008167
140,4756.0-1722.0,207.9767757891891,491.5195209852351
140,6409.0-631.0,203.8033931359817,510.41763007339256
140,1715.0-3685.0,198.83185274420072,531.5183705941621
298,9833.0-1867.0,188.1490163164881,519.383275713274
300,9833.0-1867.0,187.6377754873805,510.21825794248275
302,9833.0-1867.0,187.12653465827293,501.0532401716915
302,124.0-4610.0,188.69552390936084,519.3665259937908
304,9833.0-1867.0,186.61529382916535,491.8882224009003
304,124.0-4610.0,188.45307147283637,510.19046285428
306,9833.0-1867.0,186.10405300005777,482.7232046301091
306,124.0-4610.0,188.2106190363119,501.0143997147692
306,8733.0-1759.0,189.15134941424012,519.3578446638998
308,9833.0-1867.0,185.5928121709502,473.55818685931786
308,124.0-4610.0,187.96816659978742,491.8383365752584
308,8733.0-1759.0,189.08700328230526,510.17880454526147
310,9833.0-1867.0,185.08157134184262,464.39316908852663
310,124.0-4610.0,187.72571416326298,482.6622734357476
310,8733.0-1759.0,189.0226571503704,500.9997644266232
310,6301.0-1789.0,190.041068261901,519.3682664001306
312,9833.0-1867.0,184.57033051273504,455.2281513177354
312,124.0-4610.0,187.48326172673853,473.4862102962368
312,8733.0-1759.0,188.95831101843558,491.8207243079849
312,6301.0-1789.0,190.58872177733735,510.2053523684867
314,9833.0-1867.0,183.3591041999752,446.12914869417585
314,124.0-4610.0,187.24080929021406,464.310147156726
314,8733.0-1759.0,188.89396488650073,482.6416841893466
314,6301.0-1789.0,191.13637529277372,501.0424383368428
314,2128.0-1117.0,190.05517571886134,519.3506061529974
316,9833.0-1867.0,182.3441075582828,437.00617222036976
316,124.0-4610.0,186.99835685368961,455.1340840172152
316,8733.0-1759.0,188.8296187545659,473.46264407070834
316,6301.0-1789.0,191.6840288082101,491.8795243051989
316,2128.0-1117.0,190.3392174909684,510.17573622498406
318,9833.0-1867.0,181.66235503365232,427.8522587720447
318,124.0-4610.0,185.56442052574255,446.0675110962235
318,8733.0-1759.0,188.76527262263104,464.28360395207005
318,6301.0-1789.0,192.23168232364642,482.71661027355503
318,2128.0-1117.0,190.62325926307545,501.0008662969707
318,3232.0-2952.0,221.06922279772633,540.9661436103265
318,4196.0-365.0,190.09541185426644,519.340624154843
320,9833.0-1867.0,181.83685051568403,418.6746518262763
320,124.0-4610.0,184.34164585163435,436.97005320840526
320,8733.0-1759.0,187.39652177800642,455.20696145334813
320,6301.0-1789.0,192.7793358390828,473.55369624191115
320,2128.0-1117.0,190.9073010351825,491.8259963689573
320,3232.0-2952.0,218.2957423329123,532.2159022401951
320,4196.0-365.0,190.14197056148896,510.16147657943884
322,6508.0-3778.0,187.14104096005573,519.905274914513
324,6508.0-3778.0,183.9555095727779,511.2964824495425
326,6508.0-3778.0,180.76997818550007,502.687689984572
326,8539.0-1435.0,218.86898996170603,542.0953581332533
326,9321.0-1882.0,187.7979465234691,519.7686064228601
328,6508.0-3778.0,177.58444679822225,494.07889751960147
328,8539.0-1435.0,213.39895755114327,534.723949627977
328,9321.0-1882.0,184.99160149931498,511.0288498170002
330,6508.0-3778.0,174.39891541094443,485.47010505463095
330,8539.0-1435.0,207.9289251405805,527.3525411227008
330,9321.0-1882.0,182.18525647516086,502.2890932111403
330,1731.0-670.0,220.17981848990894,541.2899971188995
330,2969.0-1860.0,188.12234340336505,519.7480510869959
332,6508.0-3778.0,171.2133840236666,476.86131258966043
332,8539.0-1435.0,202.45889273001774,519.9811326174246
332,9321.0-1882.0,179.37891145100673,493.5493366052804
332,1731.0-670.0,215.77245505268485,533.2380367702336
332,2969.0-1860.0,185.36267605881721,510.99344349603547
334,6508.0-3778.0,168.36126629375673,468.1363860926062
334,8539.0-1435.0,196.98886031945497,512.6097241121483
334,9321.0-1882.0,176.5725664268526,484.8095799994205
334,1731.0-670.0,211.36509161546076,525.1860764215678
334,2969.0-1860.0,182.60300871426935,502.238835905075
334,9947.0-897.0,220.21159491088065,541.2874644712299
334,8277.0-4506.0,187.9453800402158,519.8988805549288
336,6508.0-3778.0,165.5909539701802,459.3851411780751
336,8539.0-1435.0,191.5188279088922,505.2383156068721
336,9321.0-1882.0,173.24262415198862,476.2556100222497
336,1731.0-670.0,206.95772817823666,517.134116072902
336,2969.0-1860.0,179.8433413697215,493.48422831411455
336,9947.0-897.0,215.58784833976404,533.3577806458587
336,8277.0-4506.0,184.73103013222905,511.300806782665
338,6508.0-3778.0,162.99998828568903,450.579131028975
338,8539.0-1435.0,186.04879549832944,497.86690710159587
338,9321.0-1882.0,169.93194476462762,467.6941662235456
338,1731.0-670.0,202.55036474101254,509.0821557242362
338,2969.0-1860.0,176.54256647062562,484.91896106844354
338,9947.0-897.0,210.96410176864742,525.4280968204876
338,8277.0-4506.0,181.51668022424232,502.7027330104012
338,3175.0-2841.0,220.25209441153788,541.2874414360418
338,4273.0-11.0,188.31265679287293,519.8602250860392
374,420.0-709.0,191.2299882739921,519.6688545552284
376,420.0-709.0,188.52305459688512,510.8977982909003
378,420.0-709.0,185.81612091977814,502.1267420265722
380,420.0-709.0,183.10918724267117,493.35568576224404
382,420.0-709.0,180.4022535655642,484.5846294979159
384,420.0-709.0,177.69531988845722,475.81357323358776
386,420.0-709.0,174.98838621135025,467.0425169692596
388,420.0-709.0,172.28145253424327,458.2714607049315
390,420.0-709.0,169.5745188571363,449.50040444060335
392,420.0-709.0,167.6442507041764,440.5263873477996
394,420.0-709.0,165.86291282715544,431.5216245362561
394,93.0-4503.0,224.3550626149194,539.1843450492831
406,9772.0-2784.0,225.52608383436257,538.603997123202
408,9772.0-2784.0,221.74995419917173,530.237411027159
410,9772.0-2784.0,217.97382456398088,521.8708249311161
410,848.0-1665.0,226.47978365814853,538.1953174783637
412,9772.0-2784.0,214.19769492879004,513.5042388350731
412,848.0-1665.0,223.40919429187943,529.5448609084466
414,9772.0-2784.0,210.4215652935992,505.13765273903016
414,848.0-1665.0,220.3386049256103,520.8944043385295
414,7284.0-712.0,226.03251631757973,538.349821619621
416,9772.0-2784.0,206.64543565840836,496.7710666429872
416,848.0-1665.0,217.26801555934117,512.2439477686124
416,7284.0-712.0,222.2665000558776,529.9786783619255
418,9772.0-2784.0,202.86930602321752,488.4044805469442
418,848.0-1665.0,214.19742619307203,503.5934911986954
418,7284.0-712.0,218.50048379417547,521.60753510423
418,5525.0-1365.0,226.38288625218007,538.1797761769146
420,9772.0-2784.0,199.09317638802668,480.03789445090126
420,848.0-1665.0,211.12683682680293,494.9430346287784
420,7284.0-712.0,214.73446753247333,513.2363918465345
420,5525.0-1365.0,222.71908037021402,529.763396647477
422,9772.0-2784.0,195.31704675283584,471.6713083548583
422,848.0-1665.0,208.0562474605338,486.29257805886135
422,7284.0-712.0,210.9684512707712,504.865248588839
422,5525.0-1365.0,219.05527448824796,521.3470171180393
422,9745.0-3339.0,226.4473117223874,538.1373586466576
424,9772.0-2784.0,191.540917117645,463.30472225881533
424,848.0-1665.0,204.27651595608984,477.9276185443999
424,7284.0-712.0,207.20243500906906,496.4941053311435
424,5525.0-1365.0,215.3914686062819,512.9306375886016
424,9745.0-3339.0,222.5997717557645,529.8033707579272
426,9772.0-2784.0,189.88884736604248,454.2753488885251
426,848.0-1665.0,200.29032176990407,469.6590531407591
426,7284.0-712.0,204.04241308003793,487.87591646501227
426,5525.0-1365.0,211.72766272431585,504.514258059164
426,9745.0-3339.0,218.75223178914158,521.4693828691967
426,2557.0-542.0,227.0154307573504,537.8721586948482
