fri_ssm_time,fri_ssm_id,fri_ssm_x,fri_ssm_y
74,8192.0-286.0,66.01908471244339,144.92709831411193
74,6694.0-3836.0,58.613857400167014,134.99163534955542
74,7081.0-3984.0,47.8883547605249,82.83068625325124
74,5578.0-4829.0,44.66659522560435,77.7495312453292
76,8192.0-286.0,67.01044144662136,147.69211640104098
76,6694.0-3836.0,59.45265183941276,137.8066907813605
76,7081.0-3984.0,48.977413005989554,85.55870116036415
76,5578.0-4829.0,45.53781135601435,80.5547220854608
78,8192.0-286.0,68.00179818079933,150.45713448797002
78,6694.0-3836.0,60.291446278658505,140.62174621316555
78,7081.0-3984.0,50.06647125145421,88.28671606747706
78,5578.0-4829.0,46.40902748642436,83.3599129255924
80,8192.0-286.0,68.9931549149773,153.22215257489907
80,6694.0-3836.0,61.13024071790425,143.43680164497061
80,7081.0-3984.0,51.15552949691887,91.01473097458997
80,5578.0-4829.0,47.28024361683436,86.165103765724
82,8192.0-286.0,69.98451164915527,155.98717066182812
82,6694.0-3836.0,61.969035157149996,146.25185707677568
82,7081.0-3984.0,52.24458774238352,93.74274588170287
82,5578.0-4829.0,48.15145974724437,88.9702946058556
84,8192.0-286.0,70.97586838333324,158.75218874875716
84,6694.0-3836.0,62.80782959639574,149.06691250858074
84,7081.0-3984.0,53.33364598784818,96.47076078881578
84,5578.0-4829.0,49.02267587765437,91.7754854459872
86,8192.0-286.0,71.9672251175112,161.5172068356862
86,6694.0-3836.0,63.64662403564149,151.8819679403858
86,7081.0-3984.0,54.422704233312835,99.19877569592869
86,5578.0-4829.0,49.89389200806438,94.5806762861188
88,8192.0-286.0,72.95858185168917,164.28222492261526
88,6694.0-3836.0,64.48541847488724,154.69702337219087
88,7081.0-3984.0,55.51176247877749,101.9267906030416
88,5578.0-4829.0,50.76510813847438,97.3858671262504
90,8192.0-286.0,73.94993858586714,167.0472430095443
90,6694.0-3836.0,65.32421291413299,157.51207880399593
90,7081.0-3984.0,56.60082072424215,104.6548055101545
90,5578.0-4829.0,51.63632426888439,100.191057966382
92,8192.0-286.0,74.94129532004511,169.81226109647335
92,6694.0-3836.0,66.16300735337873,160.327134235801
92,7081.0-3984.0,57.689878969706804,107.38282041726741
92,5578.0-4829.0,52.50754039929439,102.9962488065136
94,8192.0-286.0,75.93265205422308,172.5772791834024
94,6694.0-3836.0,67.00180179262448,163.14218966760606
94,7081.0-3984.0,58.77893721517146,110.11083532438032
94,5578.0-4829.0,53.3787565297044,105.8014396466452
96,8192.0-286.0,76.92400878840105,175.34229727033144
96,6694.0-3836.0,67.84059623187022,165.95724509941113
96,7081.0-3984.0,59.867995460636116,112.83885023149323
96,5578.0-4829.0,54.2499726601144,108.60663048677681
98,8192.0-286.0,77.91536552257902,178.1073153572605
98,6694.0-3836.0,68.67939067111597,168.7723005312162
98,7081.0-3984.0,60.95705370610077,115.56686513860613
98,5578.0-4829.0,55.12118879052441,111.41182132690841
100,8192.0-286.0,78.90672225675699,180.87233344418954
100,6694.0-3836.0,69.51818511036171,171.58735596302125
100,7081.0-3984.0,62.04611195156543,118.29488004571904
100,5578.0-4829.0,55.99240492093441,114.21701216704001
102,8192.0-286.0,79.89807899093496,183.63735153111858
102,6694.0-3836.0,70.35697954960746,174.40241139482632
102,7081.0-3984.0,63.135170197030085,121.02289495283195
102,5578.0-4829.0,56.86362105134442,117.02220300717161
104,8192.0-286.0,80.88943572511293,186.40236961804763
104,6694.0-3836.0,71.1957739888532,177.21746682663138
104,7081.0-3984.0,64.22422844249473,123.75090985994485
104,5578.0-4829.0,57.73483718175442,119.82739384730321
106,8192.0-286.0,81.8807924592909,189.16738770497668
106,6694.0-3836.0,72.03456842809895,180.03252225843644
106,7081.0-3984.0,65.31328668795939,126.47892476705776
106,5578.0-4829.0,58.60605331216443,122.63258468743481
108,8192.0-286.0,82.87214919346887,191.93240579190572
108,6694.0-3836.0,72.8733628673447,182.8475776902415
108,7081.0-3984.0,66.40234493342405,129.20693967417068
108,5578.0-4829.0,59.47726944257443,125.43777552756642
110,8192.0-286.0,83.86350592764684,194.69742387883477
110,6694.0-3836.0,73.71215730659044,185.66263312204657
110,7081.0-3984.0,67.4914031788887,131.9349545812836
110,5578.0-4829.0,60.34848557298444,128.24296636769802
112,8192.0-286.0,84.85486266182481,197.46244196576382
112,6694.0-3836.0,74.55095174583619,188.47768855385164
112,7081.0-3984.0,68.58046142435336,134.6629694883965
112,5578.0-4829.0,61.21970170339444,131.04815720782963
114,8192.0-286.0,85.84621939600278,200.22746005269286
114,6694.0-3836.0,75.38974618508193,191.2927439856567
114,7081.0-3984.0,69.66951966981802,137.3909843955094
114,5578.0-4829.0,62.09091783380445,133.85334804796125
116,8192.0-286.0,86.83757613018075,202.9924781396219
116,6694.0-3836.0,76.22854062432768,194.10779941746176
116,7081.0-3984.0,70.75857791528267,140.1189993026223
116,5578.0-4829.0,62.96213396421445,136.65853888809286
118,8192.0-286.0,87.82893286435872,205.75749622655096
118,6694.0-3836.0,77.06733506357342,196.92285484926683
118,7081.0-3984.0,71.84763616074733,142.84701420973522
118,5578.0-4829.0,63.83335009462446,139.46372972822448
120,8192.0-286.0,88.82028959853669,208.52251431348
120,6694.0-3836.0,77.90612950281917,199.7379102810719
120,7081.0-3984.0,72.93669440621198,145.57502911684813
120,5578.0-4829.0,64.70456622503445,142.2689205683561
122,8192.0-286.0,89.81164633271466,211.28753240040905
122,6694.0-3836.0,78.74492394206491,202.55296571287695
122,7081.0-3984.0,74.02575265167664,148.30304402396104
122,5578.0-4829.0,65.57578235544446,145.0741114084877
124,8192.0-286.0,90.80300306689263,214.0525504873381
124,6694.0-3836.0,79.58371838131066,205.36802114468202
124,7081.0-3984.0,75.1148108971413,151.03105893107394
124,5578.0-4829.0,66.44699848585446,147.87930224861933
126,8192.0-286.0,91.7943598010706,216.81756857426714
126,6694.0-3836.0,80.4225128205564,208.18307657648708
126,7081.0-3984.0,76.20386914260595,153.75907383818685
126,5578.0-4829.0,67.31821461626447,150.68449308875094
128,8192.0-286.0,92.78571653524857,219.5825866611962
128,6694.0-3836.0,81.26130725980215,210.99813200829215
128,7081.0-3984.0,77.29292738807061,156.48708874529976
128,5578.0-4829.0,68.18943074667447,153.48968392888256
130,8192.0-286.0,93.77707326942654,222.34760474812524
130,6694.0-3836.0,82.1001016990479,213.8131874400972
130,7081.0-3984.0,78.38198563353527,159.21510365241267
130,5578.0-4829.0,69.06064687708448,156.29487476901417
132,8192.0-286.0,94.76843000360451,225.11262283505428
132,6694.0-3836.0,82.93889613829364,216.62824287190227
132,7081.0-3984.0,79.47104387899992,161.94311855952557
132,5578.0-4829.0,69.93186300749448,159.1000656091458
134,8192.0-286.0,95.75978673778248,227.87764092198333
134,7081.0-3984.0,80.56010212446458,164.67113346663848
134,5578.0-4829.0,70.80307913790449,161.9052564492774
136,8192.0-286.0,96.75114347196045,230.64265900891237
136,7081.0-3984.0,81.64916036992923,167.3991483737514
136,5578.0-4829.0,71.6742952683145,164.71044728940902
136,1472.0-148.0,45.10207157143277,62.120242234405005
138,8192.0-286.0,97.74250020613842,233.40767709584142
138,7081.0-3984.0,82.73821861539389,170.1271632808643
138,5578.0-4829.0,72.5455113987245,167.51563812954063
138,1472.0-148.0,46.02347106566118,64.90935251682133
140,8192.0-286.0,98.73385694031639,236.17269518277047
140,7081.0-3984.0,83.82727686085855,172.8551781879772
140,5578.0-4829.0,73.4167275291345,170.32082896967225
140,1472.0-148.0,46.94487055988959,67.69846279923765
142,7081.0-3984.0,84.9163351063232,175.5831930950901
142,5578.0-4829.0,74.28794365954451,173.12601980980386
142,1472.0-148.0,47.866270054118,70.48757308165396
144,7081.0-3984.0,86.00539335178786,178.31120800220302
144,5578.0-4829.0,75.15915978995451,175.93121064993548
144,1472.0-148.0,48.78766954834641,73.27668336407028
146,7081.0-3984.0,87.09445159725252,181.03922290931592
146,5578.0-4829.0,76.03037592036452,178.7364014900671
146,1472.0-148.0,49.70906904257482,76.0657936464866
148,7081.0-3984.0,88.18350984271717,183.76723781642883
148,5578.0-4829.0,76.90159205077452,181.5415923301987
148,1472.0-148.0,50.63046853680323,78.85490392890291
148,5939.0-570.0,46.00872819826714,61.81450295504496
150,7081.0-3984.0,89.27256808818183,186.49525272354174
150,5578.0-4829.0,77.77280818118453,184.34678317033033
150,1472.0-148.0,51.55186803103164,81.64401421131923
150,5939.0-570.0,47.04655538031992,64.56241633352639
152,7081.0-3984.0,90.36162633364648,189.22326763065465
152,5578.0-4829.0,78.64402431159453,187.15197401046194
152,1472.0-148.0,52.47326752526005,84.43312449373555
152,5939.0-570.0,48.0843825623727,67.31032971200781
154,7081.0-3984.0,91.45068457911114,191.95128253776755
154,5578.0-4829.0,79.51524044200454,189.95716485059356
154,1472.0-148.0,53.39466701948846,87.22223477615186
154,5939.0-570.0,49.12220974442548,70.05824309048924
156,7081.0-3984.0,92.5397428245758,194.67929744488046
156,5578.0-4829.0,80.38645657241455,192.76235569072517
156,1472.0-148.0,54.31606651371687,90.01134505856818
156,5939.0-570.0,50.16003692647826,72.80615646897067
158,7081.0-3984.0,93.62880107004045,197.40731235199337
158,5578.0-4829.0,81.25767270282455,195.5675465308568
158,1472.0-148.0,55.23746600794528,92.8004553409845
158,5939.0-570.0,51.19786410853104,75.5540698474521
160,7081.0-3984.0,94.71785931550511,200.13532725910628
160,5578.0-4829.0,82.12888883323456,198.3727373709884
160,1472.0-148.0,56.15886550217369,95.58956562340082
160,5939.0-570.0,52.23569129058382,78.30198322593353
162,7081.0-3984.0,95.80691756096977,202.86334216621918
162,5578.0-4829.0,83.00010496364456,201.17792821112002
162,1472.0-148.0,57.0802649964021,98.37867590581713
162,5939.0-570.0,53.2735184726366,81.04989660441495
164,7081.0-3984.0,96.89597580643442,205.5913570733321
164,5578.0-4829.0,83.87132109405457,203.98311905125163
164,1472.0-148.0,58.00166449063051,101.16778618823345
164,5939.0-570.0,54.31134565468938,83.79780998289638
166,7081.0-3984.0,97.98503405189908,208.319371980445
166,5578.0-4829.0,84.74253722446457,206.78830989138325
166,1472.0-148.0,58.92306398485892,103.95689647064977
166,5939.0-570.0,55.34917283674216,86.54572336137781
168,7081.0-3984.0,99.07409229736373,211.0473868875579
168,5578.0-4829.0,85.61375335487458,209.59350073151487
168,1472.0-148.0,59.84446347908733,106.74600675306608
168,5939.0-570.0,56.38700001879494,89.29363673985924
170,7081.0-3984.0,100.16315054282839,213.7754017946708
170,5578.0-4829.0,86.48496948528458,212.39869157164648
170,1472.0-148.0,60.76586297331574,109.5351170354824
170,5939.0-570.0,57.42482720084772,92.04155011834067
172,7081.0-3984.0,101.25220878829305,216.50341670178372
172,5578.0-4829.0,87.35618561569459,215.2038824117781
172,1472.0-148.0,61.68726246754415,112.32422731789872
172,5939.0-570.0,58.4626543829005,94.7894634968221
174,7081.0-3984.0,102.3412670337577,219.23143160889663
174,5578.0-4829.0,88.22740174610459,218.0090732519097
174,1472.0-148.0,62.60866196177256,115.11333760031503
174,5939.0-570.0,59.50048156495328,97.53737687530352
176,7081.0-3984.0,103.43032527922236,221.95944651600954
176,5578.0-4829.0,89.0986178765146,220.81426409204133
176,1472.0-148.0,63.53006145600097,117.90244788273135
176,5939.0-570.0,60.53830874700606,100.28529025378495
176,9508.0-1629.0,47.7520119897905,61.233150162157116
178,7081.0-3984.0,104.51938352468702,224.68746142312244
178,5578.0-4829.0,89.9698340069246,223.61945493217294
178,1472.0-148.0,64.45146095022938,120.69155816514767
178,5939.0-570.0,61.57613592905884,103.03320363226638
178,9508.0-1629.0,48.68925543900996,64.01697629040939
180,7081.0-3984.0,105.60844177015167,227.41547633023535
180,5578.0-4829.0,90.8410501373346,226.42464577230456
180,1472.0-148.0,65.37286044445779,123.48066844756399
180,5939.0-570.0,62.61396311111162,105.7811170107478
180,9508.0-1629.0,49.62649888822942,66.80080241866166
182,7081.0-3984.0,106.69750001561633,230.14349123734826
182,5578.0-4829.0,91.71226626774461,229.22983661243617
182,1472.0-148.0,66.2942599386862,126.2697787299803
182,5939.0-570.0,63.6517902931644,108.52903038922923
182,9508.0-1629.0,50.56374233744888,69.58462854691393
184,7081.0-3984.0,107.78655826108098,232.87150614446116
184,5578.0-4829.0,92.58348239815462,232.0350274525678
184,1472.0-148.0,67.2156594329146,129.05888901239663
184,5939.0-570.0,64.68961747521719,111.27694376771066
184,9508.0-1629.0,51.50098578666834,72.3684546751662
186,7081.0-3984.0,108.87561650654564,235.59952105157407
186,5578.0-4829.0,93.45469852856462,234.8402182926994
186,1472.0-148.0,68.13705892714302,131.84799929481295
186,5939.0-570.0,65.72744465726997,114.02485714619209
186,9508.0-1629.0,52.438229235887796,75.15228080341848
188,7081.0-3984.0,109.9646747520103,238.32753595868698
188,5578.0-4829.0,94.32591465897463,237.64540913283102
188,1472.0-148.0,69.05845842137143,134.63710957722927
188,5939.0-570.0,66.76527183932275,116.77277052467352
188,9508.0-1629.0,53.375472685107255,77.93610693167075
190,7081.0-3984.0,111.05373299747495,241.0555508657999
190,5578.0-4829.0,95.19713078938463,240.45059997296264
190,1472.0-148.0,69.97985791559984,137.42621985964558
190,5939.0-570.0,67.80309902137553,119.52068390315495
190,9508.0-1629.0,54.31271613432671,80.71993305992302
192,7081.0-3984.0,112.14279124293961,243.7835657729128
192,5578.0-4829.0,96.06834691979464,243.25579081309425
192,1472.0-148.0,70.90125740982825,140.2153301420619
192,5939.0-570.0,68.84092620342831,122.26859728163637
192,9508.0-1629.0,55.24995958354617,83.5037591881753
194,7081.0-3984.0,113.23184948840427,246.5115806800257
194,5578.0-4829.0,96.93956305020464,246.06098165322587
194,1472.0-148.0,71.82265690405666,143.00444042447822
194,5939.0-570.0,69.87875338548109,125.0165106601178
194,9508.0-1629.0,56.18720303276563,86.28758531642757
196,7081.0-3984.0,114.32090773386892,249.2395955871386
196,5578.0-4829.0,97.81077918061465,248.86617249335748
196,1472.0-148.0,72.74405639828507,145.79355070689454
196,5939.0-570.0,70.91658056753387,127.76442403859923
196,9508.0-1629.0,57.12444648198509,89.07141144467984
198,7081.0-3984.0,115.40996597933358,251.96761049425152
198,5578.0-4829.0,98.68199531102465,251.6713633334891
198,1472.0-148.0,73.66545589251348,148.58266098931085
198,5939.0-570.0,71.95440774958665,130.51233741708066
198,9508.0-1629.0,58.06168993120455,91.85523757293211
200,7081.0-3984.0,116.49902422479823,254.69562540136442
200,5578.0-4829.0,99.55321144143466,254.4765541736207
200,1472.0-148.0,74.58685538674189,151.37177127172717
200,5939.0-570.0,72.99223493163943,133.2602507955621
200,9508.0-1629.0,58.998933380424006,94.63906370118438
202,7081.0-3984.0,117.58808247026289,257.42364030847733
202,5578.0-4829.0,100.42442757184466,257.2817450137523
202,1472.0-148.0,75.5082548809703,154.1608815541435
202,5939.0-570.0,74.03006211369221,136.00816417404351
202,9508.0-1629.0,59.936176829643465,97.42288982943666
204,7081.0-3984.0,118.67714071572755,260.15165521559027
204,5578.0-4829.0,101.29564370225467,260.0869358538839
204,1472.0-148.0,76.42965437519871,156.9499918365598
204,5939.0-570.0,75.06788929574499,138.75607755252494
204,9508.0-1629.0,60.87342027886292,100.20671595768893
204,1936.0-2289.0,49.73209982093536,60.56624735816497
206,7081.0-3984.0,119.7661989611922,262.8796701227032
206,5578.0-4829.0,102.16685983266467,262.89212669401553
206,1472.0-148.0,77.35105386942712,159.73910211897612
206,5939.0-570.0,76.10571647779777,141.50399093100637
206,9508.0-1629.0,61.81066372808238,102.9905420859412
206,1936.0-2289.0,50.805563576942994,63.300436225083786
208,7081.0-3984.0,120.85525720665686,265.60768502981614
208,5578.0-4829.0,103.03807596307468,265.69731753414715
208,1472.0-148.0,78.27245336365553,162.52821240139244
208,5939.0-570.0,77.14354365985055,144.2519043094878
208,9508.0-1629.0,62.74790717730184,105.77436821419347
208,1936.0-2289.0,51.87902733295063,66.0346250920026
208,9204.0-4395.0,49.85298483708721,60.52981839145853
210,7081.0-3984.0,121.94431545212151,268.3356999369291
210,5578.0-4829.0,103.90929209348468,268.50250837427876
210,1472.0-148.0,79.19385285788394,165.31732268380875
210,5939.0-570.0,78.18137084190333,146.99981768796923
210,9508.0-1629.0,63.6851506265213,108.55819434244574
210,1936.0-2289.0,52.95249108895826,68.76881395892141
210,9204.0-4395.0,50.78392396291003,63.31575908347928
212,7081.0-3984.0,123.03337369758617,271.063714844042
212,5578.0-4829.0,104.78050822389469,271.3076992144104
212,1472.0-148.0,80.11525235211235,168.10643296622507
212,5939.0-570.0,79.21919802395611,149.74773106645065
212,9508.0-1629.0,64.62239407574076,111.34202047069802
212,1936.0-2289.0,54.025954844965895,71.50300282584023
212,9204.0-4395.0,51.71486308873285,66.10169977550004
212,2526.0-1740.0,50.1319603603802,60.436387734592884
214,7081.0-3984.0,124.12243194305083,273.79172975115495
214,5578.0-4829.0,105.65172435430469,274.112890054542
214,1472.0-148.0,81.03665184634076,170.8955432486414
214,5939.0-570.0,80.25702520600889,152.49564444493208
214,9508.0-1629.0,65.55963752496022,114.12584659895029
214,1936.0-2289.0,55.09941860097353,74.23719169275904
214,9204.0-4395.0,52.645802214555665,68.88764046752078
214,2526.0-1740.0,51.07846536315933,63.21707856155638
216,7081.0-3984.0,125.21149018851548,276.5197446582679
216,5578.0-4829.0,106.5229404847147,276.9180808946736
216,1472.0-148.0,81.95805134056917,173.6846535310577
216,5939.0-570.0,81.29485238806167,155.2435578234135
216,9508.0-1629.0,66.49688097417969,116.90967272720256
216,1936.0-2289.0,56.17288235698116,76.97138055967785
216,9204.0-4395.0,53.57674134037848,71.67358115954153
216,2526.0-1740.0,52.024970365938465,65.99776938851987
216,1826.0-4509.0,50.528056322412965,60.29944936785564
218,7081.0-3984.0,126.30054843398014,279.2477595653808
218,5578.0-4829.0,107.3941566151247,279.7232717348052
218,1472.0-148.0,82.87945083479758,176.47376381347402
218,5939.0-570.0,82.33267957011445,157.99147120189494
218,9508.0-1629.0,67.43412442339915,119.69349885545483
218,1936.0-2289.0,57.246346112988796,79.70556942659667
218,9204.0-4395.0,54.5076804662013,74.45952185156227
218,2526.0-1740.0,52.9714753687176,68.77846021548336
218,1826.0-4509.0,51.6072476408882,63.031382619890266
220,7081.0-3984.0,127.3896066794448,281.97577447249375
220,5578.0-4829.0,108.2653727455347,282.52846257493684
220,1472.0-148.0,83.80085032902599,179.26287409589034
220,5939.0-570.0,83.37050675216723,160.73938458037637
220,9508.0-1629.0,68.37136787261862,122.4773249837071
220,1936.0-2289.0,58.31980986899643,82.43975829351548
220,9204.0-4395.0,55.43861959202412,77.24546254358302
220,2526.0-1740.0,53.91798037149673,71.55915104244686
220,1826.0-4509.0,52.68643895936343,65.7633158719249
222,7081.0-3984.0,128.47866492490945,284.7037893796067
222,5578.0-4829.0,109.13658887594471,285.33365341506845
222,1472.0-148.0,84.7222498232544,182.05198437830666
222,5939.0-570.0,84.40833393422001,163.4872979588578
222,9508.0-1629.0,69.30861132183809,125.26115111195938
222,1936.0-2289.0,59.39327362500406,85.1739471604343
222,9204.0-4395.0,56.369558717846935,80.03140323560376
222,2526.0-1740.0,54.864485374275866,74.33984186941035
222,1826.0-4509.0,53.76563027783866,68.49524912395954
224,7081.0-3984.0,129.5677231703741,287.4318042867196
224,5578.0-4829.0,110.00780500635472,288.13884425520007
224,1472.0-148.0,85.64364931748281,184.84109466072297
224,5939.0-570.0,85.44616111627279,166.23521133733922
224,9508.0-1629.0,70.24585477105755,128.04497724021164
224,1936.0-2289.0,60.4667373810117,87.90813602735311
224,9204.0-4395.0,57.30049784366975,82.8173439276245
224,2526.0-1740.0,55.810990377055,77.12053269637384
224,1826.0-4509.0,54.84482159631389,71.22718237599418
224,7065.0-3633.0,51.051703358806606,60.124338787470734
226,7081.0-3984.0,130.65678141583876,290.15981919383256
226,5578.0-4829.0,110.87902113676472,290.9440350953317
226,1472.0-148.0,86.56504881171122,187.6302049431393
226,5939.0-570.0,86.48398829832557,168.98312471582065
226,9508.0-1629.0,71.18309822027702,130.8288033684639
226,1936.0-2289.0,61.54020113701933,90.64232489427192
226,9204.0-4395.0,58.23143696949257,85.60328461964525
226,2526.0-1740.0,56.75749537983413,79.90122352333734
226,1826.0-4509.0,55.924012914789124,73.95911562802881
226,7065.0-3633.0,52.12772242100214,62.85752304273723
228,7081.0-3984.0,131.74583966130342,292.8878341009455
228,5578.0-4829.0,111.75023726717473,293.7492259354633
